State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%),Class
Wisconsin,Arlington,41365,5312,41885,246,5.72,520,365,4806,826.3,5.68,-0.47,11.14,0.07,2
Kentucky,Lexington,8/9/2012,Phoenix,9/15/2017,258,5.73,1863,361,3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,2
Wisconsin,Marshfield,42095,FF42.A2,42613,244,5.73,518,365,4641,1023.5,9.45,4.19,14.51,0.08,2
Wisconsin,Marshfield,41730,55Q27,42240,236,5.74,510,365,4638,747.3,6.89,1.38,12.03,0.08,2
Kentucky,Lexington,3/31/2015,Buffalo,9/14/2017,257,5.76,898,356,3441.75,722.7,19.52620388,14.20563512,24.75672878,0.28928396,2
Wisconsin,Arlington,41365,6585Q,41885,246,5.77,520,365,4806,826.3,5.68,-0.47,11.14,0.07,2
Wisconsin,Marshfield,41365,DSD04-T,41919,280,5.78,554,365,4737,860.7,5.53,-0.53,10.92,0.08,2
Wisconsin,Marshfield,42095,54Q14,42613,244,5.78,518,365,4641,1023.5,9.45,4.19,14.51,0.08,2
Wisconsin,Arlington,41365,Raven,41885,246,5.79,520,365,4806,826.3,5.68,-0.47,11.14,0.07,2
Wisconsin,Arlington,41365,Roadrunner,41885,246,5.79,520,365,4806,826.3,5.68,-0.47,11.14,0.07,2
Wisconsin,Marshfield,41365,DSD06-M,41919,280,5.79,554,365,4737,860.7,5.53,-0.53,10.92,0.08,2
Wisconsin,Arlington,40664,Mssunstra-B10,41885,246,5.8,1221,365,4806,826.3,5.68,-0.47,11.14,0.07,2
Kentucky,Lexington,8/9/2012,Withstand,9/16/2015,259,5.81,1133,363,3522.72,929.1,20.14366987,14.923503,25.46669628,0.293502233,2
Wisconsin,Arlington,40664,WL 355 RR,41885,246,5.81,1221,365,4806,826.3,5.68,-0.47,11.14,0.07,2
Wisconsin,Arlington,40664,Lancer,41885,246,5.81,1221,365,4806,826.3,5.68,-0.47,11.14,0.07,2
Kentucky,Lexington,8/9/2012,4030,9/15/2017,258,5.82,1863,361,3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,2
Kentucky,Lexington,8/9/2012,55V50,9/15/2017,258,5.83,1863,361,3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,2
Wisconsin,Arlington,41365,C/W-104038,41885,246,5.83,520,365,4806,826.3,5.68,-0.47,11.14,0.07,2
Kentucky,Lexington,8/9/2012,Radiance HD,9/15/2017,258,5.84,1863,361,3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,2
Wisconsin,Arlington,40664,Oneida VR,41885,246,5.84,1221,365,4806,826.3,5.68,-0.47,11.14,0.07,2
Wisconsin,Marshfield,41730,Vernal,42240,236,5.84,510,365,4638,747.3,6.89,1.38,12.03,0.08,2
Wisconsin,Arlington,40664,Ameristand 405T RR,41885,246,5.85,1221,365,4806,826.3,5.68,-0.47,11.14,0.07,2
Wisconsin,Arlington,40664,DSB10-T,41885,246,5.85,1221,365,4806,826.3,5.68,-0.47,11.14,0.07,2
Kentucky,Lexington,8/9/2012,Arc,9/19/2016,263,5.86,1502,369,3516.02,625.4,20.46624466,15.25568369,25.92113829,0.279507591,2
Wisconsin,Arlington,41365,FSG 403LR,42251,247,5.86,886,365,4638,747.3,6.89,1.38,12.03,0.08,2
Wisconsin,Marshfield,41365,DSD05-T,41919,280,5.87,554,365,4737,860.7,5.53,-0.53,10.92,0.08,2
Kentucky,Lexington,8/9/2012,Ameristand 403T,9/19/2016,263,5.88,1502,369,3516.02,625.4,20.46624466,15.25568369,25.92113829,0.279507591,2
Kentucky,Lexington,8/9/2012,CW 085028,9/15/2017,258,5.88,1863,361,3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,2
Wisconsin,Marshfield,41730,Mariner IV,42240,236,5.88,510,365,4638,747.3,6.89,1.38,12.03,0.08,2
Wisconsin,Marshfield,42095,MS Sunstra 144110,42613,244,5.88,518,365,4641,1023.5,9.45,4.19,14.51,0.08,2
Kentucky,Lexington,8/9/2012,Withstand,9/19/2016,263,5.94,1502,369,3516.02,625.4,20.46624466,15.25568369,25.92113829,0.279507591,2
Wisconsin,Arlington,41133,Vernal,41885,246,5.94,752,365,4806,826.3,5.68,-0.47,11.14,0.07,2
Kentucky,Lexington,8/9/2012,Arc,9/16/2015,259,5.96,1133,363,3522.72,929.1,20.14366987,14.923503,25.46669628,0.293502233,2
Kentucky,Lexington,8/9/2012,CW 065030,9/16/2015,259,5.96,1133,363,3522.72,929.1,20.14366987,14.923503,25.46669628,0.293502233,2
Wisconsin,Arlington,40664,55V50,41885,246,5.96,1221,365,4806,826.3,5.68,-0.47,11.14,0.07,2
Wisconsin,Arlington,41365,L-455HD,42251,247,5.96,886,365,4638,747.3,6.89,1.38,12.03,0.08,2
Kentucky,Lexington,8/9/2012,Caliber,9/15/2017,258,5.97,1863,361,3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,2
Wisconsin,Arlington,40664,WL 354 HQ,41885,246,5.98,1221,365,4806,826.3,5.68,-0.47,11.14,0.07,2
Wisconsin,Marshfield,42095,MS Sunstra 144142,42613,244,5.98,518,365,4641,1023.5,9.45,4.19,14.51,0.08,2
Kentucky,Lexington,8/9/2012,Ameristand 403T,9/16/2015,259,5.99,1133,363,3522.72,929.1,20.14366987,14.923503,25.46669628,0.293502233,2
Kentucky,Lexington,8/9/2012,Ameristand 403T,9/15/2017,258,5.99,1863,361,3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,2
Wisconsin,Arlington,40664,Mssunstra-B16,41885,246,5.99,1221,365,4806,826.3,5.68,-0.47,11.14,0.07,2
Kentucky,Lexington,8/9/2012,Radiance HD,9/19/2016,263,6.02,1502,369,3516.02,625.4,20.46624466,15.25568369,25.92113829,0.279507591,3
Kentucky,Lexington,8/9/2012,GA-505,9/19/2016,263,6.02,1502,369,3516.02,625.4,20.46624466,15.25568369,25.92113829,0.279507591,3
Wisconsin,Arlington,41365,Legendairy XHD,41885,246,6.02,520,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Kentucky,Lexington,8/9/2012,CW 085028,9/16/2015,259,6.03,1133,363,3522.72,929.1,20.14366987,14.923503,25.46669628,0.293502233,3
Wisconsin,Arlington,41133,Hybriforce-3400,41885,246,6.03,752,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Arlington,41133,55H94,42251,247,6.03,1118,365,4638,747.3,6.89,1.38,12.03,0.08,3
Kentucky,Lexington,8/9/2012,Caliber,9/19/2016,263,6.04,1502,369,3516.02,625.4,20.46624466,15.25568369,25.92113829,0.279507591,3
Kentucky,Lexington,8/9/2012,CW 065030,9/19/2016,263,6.05,1502,369,3516.02,625.4,20.46624466,15.25568369,25.92113829,0.279507591,3
Wisconsin,Arlington,41365,L-455HD,41885,246,6.05,520,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Arlington,41133,SOLARGOLD,42251,247,6.05,1118,365,4638,747.3,6.89,1.38,12.03,0.08,3
Kentucky,Lexington,8/9/2012,Saranac AR,9/16/2015,259,6.06,1133,363,3522.72,929.1,20.14366987,14.923503,25.46669628,0.293502233,3
Kentucky,Lexington,8/9/2012,Arc,9/15/2017,258,6.06,1863,361,3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,3
Kentucky,Lexington,8/9/2012,4030,9/19/2016,263,6.08,1502,369,3516.02,625.4,20.46624466,15.25568369,25.92113829,0.279507591,3
Wisconsin,Marshfield,41730,55V50,42240,236,6.09,510,365,4638,747.3,6.89,1.38,12.03,0.08,3
Kentucky,Lexington,8/9/2012,Saranac AR,9/15/2017,258,6.1,1863,361,3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,3
Wisconsin,Arlington,41365,Blue Jay,41885,246,6.11,520,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Marshfield,41730,Mariner IV,42613,244,6.11,883,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41365,FSG 424,41885,246,6.12,520,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Kentucky,Lexington,8/9/2012,Evermore,9/15/2017,258,6.13,1863,361,3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,3
Wisconsin,Marshfield,42095,55Q27,42613,244,6.14,518,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Kentucky,Lexington,8/9/2012,CW 085028,9/19/2016,263,6.15,1502,369,3516.02,625.4,20.46624466,15.25568369,25.92113829,0.279507591,3
Wisconsin,Arlington,41365,6472A,41885,246,6.15,520,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Arlington,40664,Sonic,41885,246,6.16,1221,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Arlington,41133,Oneida VR,41885,246,6.16,752,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Kentucky,Lexington,8/9/2012,Evermore,9/16/2015,259,6.17,1133,363,3522.72,929.1,20.14366987,14.923503,25.46669628,0.293502233,3
Wisconsin,Arlington,41365,DG 4210,41885,246,6.17,520,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Kentucky,Lexington,8/9/2012,Evermore,9/19/2016,263,6.18,1502,369,3516.02,625.4,20.46624466,15.25568369,25.92113829,0.279507591,3
Wisconsin,Arlington,41365,HYBRIFORCE-3400QR**,42251,247,6.18,886,365,4638,747.3,6.89,1.38,12.03,0.08,3
Kentucky,Lexington,8/9/2012,GA-ALFG-1,9/19/2016,263,6.19,1502,369,3516.02,625.4,20.46624466,15.25568369,25.92113829,0.279507591,3
Wisconsin,Arlington,41365,MSSUNSTRA-D11*,42251,247,6.19,886,365,4638,747.3,6.89,1.38,12.03,0.08,3
Kentucky,Lexington,3/31/2015,Ameristand 403T Plus,9/14/2017,257,6.2,898,356,3441.75,722.7,19.52620388,14.20563512,24.75672878,0.28928396,3
Wisconsin,Arlington,41365,MSSUNSTRA-D12*,42251,247,6.21,886,365,4638,747.3,6.89,1.38,12.03,0.08,3
Wisconsin,Marshfield,42095,55V50,42613,244,6.21,518,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41365,LEGENDAIRY XHD,42251,247,6.22,886,365,4638,747.3,6.89,1.38,12.03,0.08,3
Kentucky,Lexington,8/9/2012,GA-ALFG-1,9/16/2015,259,6.23,1133,363,3522.72,929.1,20.14366987,14.923503,25.46669628,0.293502233,3
Wisconsin,Arlington,41365,Mssunstra-D14,41885,246,6.24,520,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Arlington,41365,MSSUNSTRA-D13*,42251,247,6.24,886,365,4638,747.3,6.89,1.38,12.03,0.08,3
Wisconsin,Marshfield,42095,MS Sunstra 145159,42613,244,6.25,518,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41133,MSSUNSTRA-C12*,42251,247,6.26,1118,365,4638,747.3,6.89,1.38,12.03,0.08,3
Wisconsin,Arlington,40664,5312,41885,246,6.27,1221,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Kentucky,Lexington,8/9/2012,Caliber,9/16/2015,259,6.28,1133,363,3522.72,929.1,20.14366987,14.923503,25.46669628,0.293502233,3
Wisconsin,Arlington,41365,FSG 403LR,41885,246,6.28,520,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Arlington,41365,DG 4210,42251,247,6.28,886,365,4638,747.3,6.89,1.38,12.03,0.08,3
Kentucky,Lexington,8/9/2012,Saranac AR,9/19/2016,263,6.29,1502,369,3516.02,625.4,20.46624466,15.25568369,25.92113829,0.279507591,3
Kentucky,Lexington,3/31/2015,Contender,9/19/2016,263,6.29,538,368,3516.02,625.4,20.48888355,15.29169268,25.93496999,0.279778752,3
Wisconsin,Arlington,40664,Hybriforce-2400,41885,246,6.29,1221,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Kentucky,Lexington,8/9/2012,GA-505,9/16/2015,259,6.3,1133,363,3522.72,929.1,20.14366987,14.923503,25.46669628,0.293502233,3
Wisconsin,Arlington,40664,Consistency 4.10RR,41885,246,6.3,1221,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Arlington,41365,MALLARD 5,42251,247,6.3,886,365,4638,747.3,6.89,1.38,12.03,0.08,3
Wisconsin,Arlington,41365,Mallard 5,41885,246,6.31,520,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Kentucky,Lexington,8/9/2012,4030,9/16/2015,259,6.32,1133,363,3522.72,929.1,20.14366987,14.923503,25.46669628,0.293502233,3
Wisconsin,Arlington,41365,Mssunstra-D13,41885,246,6.33,520,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Arlington,40664,Bobwhite 2 ML,41885,246,6.34,1221,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Arlington,41133,5312,41885,246,6.34,752,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Arlington,41365,6585Q,42251,247,6.35,886,365,4638,747.3,6.89,1.38,12.03,0.08,3
Wisconsin,Arlington,41365,55Q27,41885,246,6.36,520,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Arlington,40664,Ameristand 407TQ,41885,246,6.37,1221,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Arlington,41133,MSSUNSTRA-C13*,42251,247,6.37,1118,365,4638,747.3,6.89,1.38,12.03,0.08,3
Kentucky,Lexington,3/31/2015,Buffalo,9/19/2016,263,6.38,538,368,3516.02,625.4,20.48888355,15.29169268,25.93496999,0.279778752,3
Wisconsin,Arlington,41133,HYBRIFORCE-3400**,42251,247,6.38,1118,365,4638,747.3,6.89,1.38,12.03,0.08,3
Kentucky,Lexington,8/9/2012,GA-ALFG-1,8/12/2013,224,6.39,368,1,3273.52,804.6,17.60733333,12.61707097,22.59871398,0.313480989,3
Kentucky,Lexington,8/9/2012,Withstand,9/15/2017,258,6.4,1863,361,3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,3
Kentucky,Lexington,3/31/2015,Ameristand 427TQ,9/19/2016,263,6.41,538,368,3516.02,625.4,20.48888355,15.29169268,25.93496999,0.279778752,3
Wisconsin,Arlington,40664,Mssunstra-B17,41885,246,6.41,1221,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Arlington,40664,Shockwave-BR,41885,246,6.41,1221,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Arlington,41133,55Q27,41885,246,6.41,752,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Marshfield,41730,Vernal,42613,244,6.41,883,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Kentucky,Lexington,3/31/2015,FSG-426,9/19/2016,263,6.42,538,368,3516.02,625.4,20.48888355,15.29169268,25.93496999,0.279778752,3
Wisconsin,Marshfield,41730,55V50,42613,244,6.42,883,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Marshfield,42095,MS Sunstra 145154,42613,244,6.42,518,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,40664,54VR03RR,41885,246,6.43,1221,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Arlington,41365,55V50,41885,246,6.43,520,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Arlington,41365,Mssunstra-D15,41885,246,6.43,520,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Arlington,41133,MSSUNSTRA-C11*,42251,247,6.43,1118,365,4638,747.3,6.89,1.38,12.03,0.08,3
Wisconsin,Arlington,40664,Mssunstra-B14,41885,246,6.44,1221,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Arlington,41365,55V50,42251,247,6.44,886,365,4638,747.3,6.89,1.38,12.03,0.08,3
Kentucky,Lexington,3/31/2015,Saranac AR,9/19/2016,263,6.45,538,368,3516.02,625.4,20.48888355,15.29169268,25.93496999,0.279778752,3
Wisconsin,Arlington,41133,MARINER IV,42251,247,6.45,1118,365,4638,747.3,6.89,1.38,12.03,0.08,3
Wisconsin,Arlington,41133,MSSUNSTRA-C10*,42251,247,6.45,1118,365,4638,747.3,6.89,1.38,12.03,0.08,3
Wisconsin,Marshfield,41730,Nuton,42613,244,6.45,883,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41133,PGI 557,42251,247,6.46,1118,365,4638,747.3,6.89,1.38,12.03,0.08,3
Wisconsin,Arlington,40664,Mssunstra-B15,41885,246,6.49,1221,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Arlington,41133,WL 354 HQ,41885,246,6.49,752,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Kentucky,Lexington,8/9/2012,Phoenix,9/19/2016,263,6.5,1502,369,3516.02,625.4,20.46624466,15.25568369,25.92113829,0.279507591,3
Wisconsin,Arlington,41133,Hybriforce-3400QR,41885,246,6.5,752,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Arlington,41133,MSSUNSTRA-C16*,42251,247,6.5,1118,365,4638,747.3,6.89,1.38,12.03,0.08,3
Wisconsin,Arlington,40664,Optimus,41885,246,6.52,1221,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Kentucky,Lexington,3/31/2015,Ameristand 403T Plus,9/19/2016,263,6.53,538,368,3516.02,625.4,20.48888355,15.29169268,25.93496999,0.279778752,3
Wisconsin,Arlington,40664,Contender,41885,246,6.55,1221,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Arlington,41365,Mssunstra-D11,41885,246,6.55,520,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Marshfield,41730,AFX113010*,42613,244,6.55,883,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Marshfield,41730,AFX103009*,42613,244,6.55,883,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Kentucky,Lexington,8/9/2012,CW 065030,8/12/2013,224,6.57,368,1,3273.52,804.6,17.60733333,12.61707097,22.59871398,0.313480989,3
Wisconsin,Arlington,40664,Mssunstra-B13,41885,246,6.57,1221,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Arlington,41365,Mssunstra-D16,41885,246,6.57,520,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Arlington,40664,DKA41-18RR,41885,246,6.58,1221,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Arlington,40664,Mssunstra-B12,41885,246,6.59,1221,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Arlington,41133,55V50,42251,247,6.59,1118,365,4638,747.3,6.89,1.38,12.03,0.08,3
Kentucky,Lexington,8/9/2012,Radiance HD,9/16/2015,259,6.61,1133,363,3522.72,929.1,20.14366987,14.923503,25.46669628,0.293502233,3
Wisconsin,Arlington,41133,Mssunstra-C11,41885,246,6.62,752,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Arlington,41365,Hybriforce-3400,41885,246,6.62,520,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Marshfield,41730,AFX095023*,42613,244,6.62,883,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41133,MAGNITUDE,42251,247,6.64,1118,365,4638,747.3,6.89,1.38,12.03,0.08,3
Wisconsin,Arlington,41133,Foragegold,41885,246,6.68,752,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Arlington,41365,Mssunstra-D12,41885,246,6.7,520,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Kentucky,Lexington,8/9/2012,Phoenix,9/16/2015,259,6.71,1133,363,3522.72,929.1,20.14366987,14.923503,25.46669628,0.293502233,3
Kentucky,Lexington,8/9/2012,Radiance HD,8/12/2013,224,6.72,368,1,3273.52,804.6,17.60733333,12.61707097,22.59871398,0.313480989,3
Kentucky,Lexington,8/9/2012,GA-505,8/12/2013,224,6.73,368,1,3273.52,804.6,17.60733333,12.61707097,22.59871398,0.313480989,3
Wisconsin,Arlington,40664,Solargold,41885,246,6.73,1221,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Kentucky,Lexington,8/9/2012,Saranac AR,8/12/2013,224,6.75,368,1,3273.52,804.6,17.60733333,12.61707097,22.59871398,0.313480989,3
Kentucky,Lexington,8/9/2012,Arc,8/12/2013,224,6.76,368,1,3273.52,804.6,17.60733333,12.61707097,22.59871398,0.313480989,3
Wisconsin,Marshfield,41730,AFX064022*,42613,244,6.78,883,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Kentucky,Lexington,3/31/2015,Fierce,9/19/2016,263,6.79,538,368,3516.02,625.4,20.48888355,15.29169268,25.93496999,0.279778752,3
Wisconsin,Arlington,41133,Solargold,41885,246,6.79,752,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Kentucky,Lexington,8/9/2012,Withstand,8/12/2013,224,6.8,368,1,3273.52,804.6,17.60733333,12.61707097,22.59871398,0.313480989,3
Kentucky,Lexington,8/9/2012,CW 085028,8/12/2013,224,6.8,368,1,3273.52,804.6,17.60733333,12.61707097,22.59871398,0.313480989,3
Wisconsin,Marshfield,41730,FSG408DP,42613,244,6.8,883,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Marshfield,41730,X13-9202B*,42613,244,6.81,883,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Kentucky,Lexington,8/9/2012,Ameristand 403T,8/12/2013,224,6.83,368,1,3273.52,804.6,17.60733333,12.61707097,22.59871398,0.313480989,3
Kentucky,Lexington,8/9/2012,55V50,9/16/2015,259,6.83,1133,363,3522.72,929.1,20.14366987,14.923503,25.46669628,0.293502233,3
Kentucky,Lexington,3/31/2015,Ameristand 427TQ,9/14/2017,257,6.83,898,356,3441.75,722.7,19.52620388,14.20563512,24.75672878,0.28928396,3
Wisconsin,Arlington,41133,Mssunstra-C10,41885,246,6.83,752,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Arlington,41133,MSSUNSTRA-C14*,42251,247,6.84,1118,365,4638,747.3,6.89,1.38,12.03,0.08,3
Kentucky,Lexington,3/31/2015,Caliber,9/14/2017,257,6.86,898,356,3441.75,722.7,19.52620388,14.20563512,24.75672878,0.28928396,3
Kentucky,Lexington,8/9/2012,Caliber,8/12/2013,224,6.87,368,1,3273.52,804.6,17.60733333,12.61707097,22.59871398,0.313480989,3
Wisconsin,Arlington,41365,55Q27,42251,247,6.89,886,365,4638,747.3,6.89,1.38,12.03,0.08,3
Kentucky,Lexington,8/9/2012,4030,8/12/2013,224,6.95,368,1,3273.52,804.6,17.60733333,12.61707097,22.59871398,0.313480989,3
Kentucky,Lexington,8/9/2012,Evermore,8/12/2013,224,6.96,368,1,3273.52,804.6,17.60733333,12.61707097,22.59871398,0.313480989,3
Kentucky,Lexington,8/9/2012,Phoenix,8/12/2013,224,6.97,368,1,3273.52,804.6,17.60733333,12.61707097,22.59871398,0.313480989,3
Kentucky,Lexington,8/9/2012,55V50,9/19/2016,263,6.97,1502,369,3516.02,625.4,20.46624466,15.25568369,25.92113829,0.279507591,3
Wisconsin,Marshfield,41730,AFX083003*,42613,244,7,883,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Kentucky,Lexington,8/9/2012,55V50,8/12/2013,224,7.01,368,1,3273.52,804.6,17.60733333,12.61707097,22.59871398,0.313480989,3
Kentucky,Lexington,3/31/2015,Caliber,9/19/2016,263,7.02,538,368,3516.02,625.4,20.48888355,15.29169268,25.93496999,0.279778752,3
Wisconsin,Arlington,41133,55V50,41885,246,7.02,752,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Arlington,41133,Lancer,41885,246,7.03,752,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Arlington,40664,Mssunstra-B11,41885,246,7.04,1221,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Arlington,41133,MSSUNSTRA-C15*,42251,247,7.08,1118,365,4638,747.3,6.89,1.38,12.03,0.08,3
Wisconsin,Arlington,41133,55H94,41885,246,7.09,752,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Kentucky,Lexington,8/9/2012,Saranac AR,9/18/2014,261,7.15,770,402,4247.66,828.9,19.97157952,14.4778959,25.4492961,0.281900978,3
Wisconsin,Arlington,41133,Mssunstra-C13,41885,246,7.15,752,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Kentucky,Lexington,8/9/2012,Withstand,9/18/2014,261,7.16,770,402,4247.66,828.9,19.97157952,14.4778959,25.4492961,0.281900978,3
Wisconsin,Arlington,41133,Mssunstra-C14,41885,246,7.19,752,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Lancaster,41730,FSG 408 DP,42605,236,7.2,875,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Kentucky,Lexington,8/9/2012,Arc,9/18/2014,261,7.23,770,402,4247.66,828.9,19.97157952,14.4778959,25.4492961,0.281900978,3
Wisconsin,Arlington,41133,PGI 557,41885,246,7.23,752,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Kentucky,Lexington,8/9/2012,Ameristand 403T,9/18/2014,261,7.24,770,402,4247.66,828.9,19.97157952,14.4778959,25.4492961,0.281900978,3
Wisconsin,Arlington,41133,Mssunstra-C16,41885,246,7.26,752,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Arlington,41133,HYBRIFORCE-3400QR**,42251,247,7.26,1118,365,4638,747.3,6.89,1.38,12.03,0.08,3
Kentucky,Lexington,8/9/2012,GA-ALFG-1,9/18/2014,261,7.28,770,402,4247.66,828.9,19.97157952,14.4778959,25.4492961,0.281900978,3
Kentucky,Lexington,4/5/2016,Contender,9/15/2017,258,7.29,528,362,3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,3
Kentucky,Lexington,8/9/2012,CW 065030,9/18/2014,261,7.3,770,402,4247.66,828.9,19.97157952,14.4778959,25.4492961,0.281900978,3
Wisconsin,Lancaster,41730,Mariner IV,42605,236,7.3,875,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Lancaster,41730,AFX h134093,42605,236,7.3,875,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Kentucky,Lexington,8/9/2012,CW 085028,9/18/2014,261,7.32,770,402,4247.66,828.9,19.97157952,14.4778959,25.4492961,0.281900978,3
Wisconsin,Arlington,40664,Stockpile,41885,246,7.32,1221,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Arlington,41133,Magnitude,41885,246,7.32,752,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Arlington,41133,Mssunstra-C12,41885,246,7.32,752,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Kentucky,Lexington,8/9/2012,4030,9/18/2014,261,7.34,770,402,4247.66,828.9,19.97157952,14.4778959,25.4492961,0.281900978,3
Kentucky,Lexington,8/9/2012,Caliber,9/18/2014,261,7.34,770,402,4247.66,828.9,19.97157952,14.4778959,25.4492961,0.281900978,3
Wisconsin,Arlington,40664,Hybriforce-3400,41885,246,7.34,1221,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Kentucky,Lexington,8/9/2012,GA-505,9/18/2014,261,7.35,770,402,4247.66,828.9,19.97157952,14.4778959,25.4492961,0.281900978,3
Kentucky,Lexington,8/9/2012,Evermore,9/18/2014,261,7.35,770,402,4247.66,828.9,19.97157952,14.4778959,25.4492961,0.281900978,3
Wisconsin,Marshfield,41730,55Q27,42613,244,7.36,883,365,4641,1023.5,9.45,4.19,14.51,0.08,3
