,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%),Harvested in Sown Year,First Date of Season,Percent Cover (%),,Class
1330,Kentucky,Lexington,3/31/2015,Ameristand 403T Plus,5/2/2017,122,1.58,763,225,779.84,160.6,13.2122449,7.863265306,18.5755102,0.323795918,0,1,89.68372093,,5
28,Georgia,Athens,10/10/2007,Bara 503,5/6/2008,127,1.57,209,209,922.9,98.288,14.8864,8.691,21.1202,0.15088,0,1,NA,,5
824,Kentucky,Lexington,8/9/2012,55V50,6/12/2013,163,1.57,307,30,618.24,92.2,19.75333333,14.74333333,24.95,0.31,0,0,100,,5
912,Kentucky,Lexington,8/9/2012,Phoenix,6/10/2014,161,1.57,670,33,677.45,165.3,19.45454545,13.83030303,24.76363636,0.338545455,0,0,95.74468085,,5
1016,Kentucky,Lexington,8/9/2012,Ameristand 403T,5/8/2015,128,1.57,1002,232,858.5,297.3,12.69183673,6.881632653,18.28163265,0.345877551,0,1,97.81632653,,5
1042,Kentucky,Lexington,8/9/2012,GA-ALFG-1,6/11/2015,162,1.57,1036,34,703.09,95.4,19.72647059,14.34705882,24.75588235,0.257029412,0,0,95,,5
1127,Kentucky,Lexington,8/9/2012,4030,6/6/2017,157,1.57,1762,35,618.72,113.8,18.5,12.78333333,24.06,0.308290323,0,0,85,,5
1475,Kentucky,Lexington,4/5/2016,Caliber,7/8/2017,189,1.57,459,32,709.39,179.5,22.153125,17.20625,27.278125,0.26028125,0,0,94.62790698,,5
830,Kentucky,Lexington,8/9/2012,Phoenix,6/12/2013,163,1.56,307,30,618.24,92.2,19.75333333,14.74333333,24.95,0.31,0,0,98.11578947,,5
917,Kentucky,Lexington,8/9/2012,Radiance HD,6/10/2014,161,1.56,670,33,677.45,165.3,19.45454545,13.83030303,24.76363636,0.338545455,0,0,97.62765957,,5
978,Kentucky,Lexington,8/9/2012,55V50,7/16/2015,197,1.56,1071,35,646.13,335.6,23.23428571,19.26571429,28.20857143,0.311457143,0,0,99,,5
1633,Kentucky,Lexington,4/5/2017,Evermore,6/13/2018,164,1.56,434,34,742.87,120.5,22.43529412,17.56470588,27.64117647,0.284147059,0,0,93.46666667,,5
144,Georgia,Athens,10/10/2007,Attention II,6/16/2010,167,1.55,980,54,1045.9,193.304,22.4546,17.2004,28.3842,0.14282,0,0,83.89945355,,5
384,Georgia,Tifton,2/21/2008,Hybri Force 600,6/20/2010,171,1.55,850,45,1094.05,89.414,25.44977778,20.34777778,31.42155556,0.118066667,0,0,77.39130435,,5
932,Kentucky,Lexington,8/9/2012,4030,6/10/2014,161,1.55,670,33,677.45,165.3,19.45454545,13.83030303,24.76363636,0.338545455,0,0,98.37234043,,5
1027,Kentucky,Lexington,8/9/2012,Arc,6/11/2015,162,1.55,1036,34,703.09,95.4,19.72647059,14.34705882,24.75588235,0.257029412,0,0,91.35714286,,5
1514,Kentucky,Lexington,4/5/2016,AFX095005,6/6/2017,157,1.55,427,35,618.72,113.8,18.5,12.78333333,24.06,0.308290323,0,0,92.95813953,,5
1569,Kentucky,Lexington,4/5/2016,WL 365HQ,6/13/2018,164,1.55,799,34,742.87,120.5,22.43529412,17.56470588,27.64117647,0.284147059,0,0,95.46666667,,5
114,Georgia,Athens,10/10/2007,CW 500,6/16/2010,167,1.54,980,54,1045.9,193.304,22.4546,17.2004,28.3842,0.14282,0,0,79.21311475,,5
124,Georgia,Athens,10/10/2007,GA-505,6/16/2010,167,1.54,980,54,1045.9,193.304,22.4546,17.2004,28.3842,0.14282,0,0,78.63715847,,5
129,Georgia,Athens,10/10/2007,Evermore,6/16/2010,167,1.54,980,54,1045.9,193.304,22.4546,17.2004,28.3842,0.14282,0,0,75.10163934,,5
947,Kentucky,Lexington,8/9/2012,Withstand,6/10/2014,161,1.54,670,33,677.45,165.3,19.45454545,13.83030303,24.76363636,0.338545455,0,0,98,,5
956,Kentucky,Lexington,8/9/2012,Arc,5/8/2014,128,1.54,637,234,893.28,190.9,12.35102041,5.736734694,18.37142857,0.332816327,0,1,94.19680851,,5
1002,Kentucky,Lexington,8/9/2012,Caliber,6/11/2015,162,1.54,1036,34,703.09,95.4,19.72647059,14.34705882,24.75588235,0.257029412,0,0,96.28571429,,5
1176,Kentucky,Lexington,8/9/2012,CW 065030,5/2/2017,122,1.54,1727,225,779.84,160.6,13.2122449,7.863265306,18.5755102,0.323795918,0,1,90.31775701,,5
1351,Kentucky,Lexington,3/31/2015,Saranac AR,6/6/2017,157,1.54,798,35,618.72,113.8,18.5,12.78333333,24.06,0.308290323,0,0,85.04186047,,5
1523,Kentucky,Lexington,4/5/2016,NF11ALF006,5/2/2017,122,1.54,392,225,779.84,160.6,13.2122449,7.863265306,18.5755102,0.323795918,0,1,91.31627907,,5
20,Georgia,Athens,10/10/2007,Evermore,5/6/2008,127,1.53,209,209,922.9,98.288,14.8864,8.691,21.1202,0.15088,0,1,NA,,5
119,Georgia,Athens,10/10/2007,Phoenix,6/16/2010,167,1.53,980,54,1045.9,193.304,22.4546,17.2004,28.3842,0.14282,0,0,74.5420765,,5
922,Kentucky,Lexington,8/9/2012,GA-505,6/10/2014,161,1.53,670,33,677.45,165.3,19.45454545,13.83030303,24.76363636,0.338545455,0,0,98,,5
971,Kentucky,Lexington,8/9/2012,GA-ALFG-1,5/8/2014,128,1.53,637,234,893.28,190.9,12.35102041,5.736734694,18.37142857,0.332816327,0,1,96.80319149,,5
1077,Kentucky,Lexington,8/9/2012,Evermore,6/9/2016,161,1.53,1400,34,667.8,158,18.04117647,12.62647059,23.35588235,0.330911765,0,0,93.00515464,,5
1162,Kentucky,Lexington,8/9/2012,Ameristand 403T,6/6/2017,157,1.53,1762,35,618.72,113.8,18.5,12.78333333,24.06,0.308290323,0,0,89.51869159,,5
1549,Kentucky,Lexington,4/5/2016,Rebound 6XT,6/13/2018,164,1.53,799,34,742.87,120.5,22.43529412,17.56470588,27.64117647,0.284147059,0,0,94,,5
986,Kentucky,Lexington,8/9/2012,Radiance HD,5/8/2015,128,1.52,1002,232,858.5,297.3,12.69183673,6.881632653,18.28163265,0.345877551,0,1,94.18367347,,5
1001,Kentucky,Lexington,8/9/2012,Caliber,5/8/2015,128,1.52,1002,232,858.5,297.3,12.69183673,6.881632653,18.28163265,0.345877551,0,1,96.63265306,,5
1340,Kentucky,Lexington,3/31/2015,FSG-426,5/2/2017,122,1.52,763,225,779.84,160.6,13.2122449,7.863265306,18.5755102,0.323795918,0,1,92.63255814,,5
1484,Kentucky,Lexington,4/5/2016,Evermore,6/6/2017,157,1.52,427,35,618.72,113.8,18.5,12.78333333,24.06,0.308290323,0,0,96,,5
36,Georgia,Athens,10/10/2007,Hybri Force 600,5/6/2008,127,1.51,209,209,922.9,98.288,14.8864,8.691,21.1202,0.15088,0,1,NA,,5
854,Kentucky,Lexington,8/9/2012,Ameristand 403T,6/12/2013,163,1.51,307,30,618.24,92.2,19.75333333,14.74333333,24.95,0.31,0,0,100,,5
937,Kentucky,Lexington,8/9/2012,Caliber,6/10/2014,161,1.51,670,33,677.45,165.3,19.45454545,13.83030303,24.76363636,0.338545455,0,0,99,,5
942,Kentucky,Lexington,8/9/2012,Ameristand 403T,6/10/2014,161,1.51,670,33,677.45,165.3,19.45454545,13.83030303,24.76363636,0.338545455,0,0,98,,5
992,Kentucky,Lexington,8/9/2012,4030,6/11/2015,162,1.51,1036,34,703.09,95.4,19.72647059,14.34705882,24.75588235,0.257029412,0,0,96.35714286,,5
1017,Kentucky,Lexington,8/9/2012,Ameristand 403T,6/11/2015,162,1.51,1036,34,703.09,95.4,19.72647059,14.34705882,24.75588235,0.257029412,0,0,97.64285714,,5
1117,Kentucky,Lexington,8/9/2012,55V50,6/6/2017,157,1.51,1762,35,618.72,113.8,18.5,12.78333333,24.06,0.308290323,0,0,90.03738318,,5
1177,Kentucky,Lexington,8/9/2012,CW 065030,6/6/2017,157,1.51,1762,35,618.72,113.8,18.5,12.78333333,24.06,0.308290323,0,0,90.48130841,,5
1470,Kentucky,Lexington,4/5/2016,Rebound 6XT,7/8/2017,189,1.51,459,32,709.39,179.5,22.153125,17.20625,27.278125,0.26028125,0,0,93.62790698,,5
1643,Kentucky,Lexington,4/5/2017,Contender,6/13/2018,164,1.51,434,34,742.87,120.5,22.43529412,17.56470588,27.64117647,0.284147059,0,0,93.53333333,,5
1668,Kentucky,Lexington,4/5/2017,NF11ALF006,6/13/2018,164,1.51,434,34,742.87,120.5,22.43529412,17.56470588,27.64117647,0.284147059,0,0,90,,5
1057,Kentucky,Lexington,8/9/2012,Radiance HD,6/9/2016,161,1.5,1400,34,667.8,158,18.04117647,12.62647059,23.35588235,0.330911765,0,0,90.00515464,,5
1067,Kentucky,Lexington,8/9/2012,4030,6/9/2016,161,1.5,1400,34,667.8,158,18.04117647,12.62647059,23.35588235,0.330911765,0,0,91.72164948,,5
413,Georgia,Tifton,2/21/2008,Bara 503,5/6/2010,126,1.49,805,149,1019.92,224.58,18.2468,12.3394,24.1904,0.15262,0,1,72.55606407,,5
848,Kentucky,Lexington,8/9/2012,Caliber,6/12/2013,163,1.49,307,30,618.24,92.2,19.75333333,14.74333333,24.95,0.31,0,0,100,,5
1031,Kentucky,Lexington,8/9/2012,CW 085028,5/8/2015,128,1.49,1002,232,858.5,297.3,12.69183673,6.881632653,18.28163265,0.345877551,0,1,98.81632653,,5
1485,Kentucky,Lexington,4/5/2016,Evermore,7/8/2017,189,1.49,459,32,709.39,179.5,22.153125,17.20625,27.278125,0.26028125,0,0,96,,5
32,Georgia,Athens,10/10/2007,CW 500,5/6/2008,127,1.48,209,209,922.9,98.288,14.8864,8.691,21.1202,0.15088,0,1,NA,,5
1006,Kentucky,Lexington,8/9/2012,Evermore,5/8/2015,128,1.48,1002,232,858.5,297.3,12.69183673,6.881632653,18.28163265,0.345877551,0,1,97.81632653,,5
1012,Kentucky,Lexington,8/9/2012,Saranac AR,6/11/2015,162,1.48,1036,34,703.09,95.4,19.72647059,14.34705882,24.75588235,0.257029412,0,0,93.35714286,,5
1166,Kentucky,Lexington,8/9/2012,Arc,5/2/2017,122,1.48,1727,225,779.84,160.6,13.2122449,7.863265306,18.5755102,0.323795918,0,1,76.45794393,,5
1202,Kentucky,Lexington,8/9/2012,4030,6/11/2018,162,1.48,2132,32,715.37,112.3,22.490625,17.509375,27.6875,0.2894375,0,0,78.15384615,,5
1516,Kentucky,Lexington,4/5/2016,AFX095005,8/8/2017,220,1.48,490,31,666.07,124.9,23.55483871,18.16451613,28.4483871,0.267322581,0,0,93.54418605,,5
383,Georgia,Tifton,2/21/2008,Hybri Force 600,5/6/2010,126,1.47,805,149,1019.92,224.58,18.2468,12.3394,24.1904,0.15262,0,1,77.90617849,,5
972,Kentucky,Lexington,8/9/2012,GA-ALFG-1,6/10/2014,161,1.47,670,33,677.45,165.3,19.45454545,13.83030303,24.76363636,0.338545455,0,0,96.62765957,,5
993,Kentucky,Lexington,8/9/2012,4030,7/16/2015,197,1.47,1071,35,646.13,335.6,23.23428571,19.26571429,28.20857143,0.311457143,0,0,96.53571429,,5
1007,Kentucky,Lexington,8/9/2012,Evermore,6/11/2015,162,1.47,1036,34,703.09,95.4,19.72647059,14.34705882,24.75588235,0.257029412,0,0,97.64285714,,5
1022,Kentucky,Lexington,8/9/2012,Withstand,6/11/2015,162,1.47,1036,34,703.09,95.4,19.72647059,14.34705882,24.75588235,0.257029412,0,0,96,,5
1151,Kentucky,Lexington,8/9/2012,Saranac AR,5/2/2017,122,1.47,1727,225,779.84,160.6,13.2122449,7.863265306,18.5755102,0.323795918,0,1,79.86915888,,5
1217,Kentucky,Lexington,8/9/2012,Evermore,6/11/2018,162,1.47,2132,32,715.37,112.3,22.490625,17.509375,27.6875,0.2894375,0,0,76.41538462,,5
372,Georgia,Tifton,2/21/2008,Attention II,6/20/2010,171,1.46,850,45,1094.05,89.414,25.44977778,20.34777778,31.42155556,0.118066667,0,0,60.76521739,,5
927,Kentucky,Lexington,8/9/2012,Evermore,6/10/2014,161,1.46,670,33,677.45,165.3,19.45454545,13.83030303,24.76363636,0.338545455,0,0,100,,5
1036,Kentucky,Lexington,8/9/2012,CW 065030,5/8/2015,128,1.46,1002,232,858.5,297.3,12.69183673,6.881632653,18.28163265,0.345877551,0,1,98,,5
1505,Kentucky,Lexington,4/5/2016,AM-14-900,7/8/2017,189,1.46,459,32,709.39,179.5,22.153125,17.20625,27.278125,0.26028125,0,0,93.88372093,,5
49,Georgia,Athens,10/10/2007,BaraWet 501,6/26/2009,177,1.45,625,51,1013.91,88.134,23.1086,18.148,29.072,0.1306,0,0,89.35714286,,5
1181,Kentucky,Lexington,8/9/2012,GA-ALFG-1,5/2/2017,122,1.45,1727,225,779.84,160.6,13.2122449,7.863265306,18.5755102,0.323795918,0,1,82.82242991,,5
957,Kentucky,Lexington,8/9/2012,Arc,6/10/2014,161,1.44,670,33,677.45,165.3,19.45454545,13.83030303,24.76363636,0.338545455,0,0,94.37234043,,5
1088,Kentucky,Lexington,8/9/2012,Withstand,7/13/2016,195,1.44,1434,34,730.22,112.7,23.52058824,18.19411765,28.75294118,0.224411765,0,0,87.96907216,,5
154,Georgia,Athens,10/10/2007,Hybri Force 700,6/16/2010,167,1.43,980,54,1045.9,193.304,22.4546,17.2004,28.3842,0.14282,0,0,86.26885246,,5
860,Kentucky,Lexington,8/9/2012,Radiance HD,6/12/2013,163,1.43,307,30,618.24,92.2,19.75333333,14.74333333,24.95,0.31,0,0,100,,5
952,Kentucky,Lexington,8/9/2012,Saranac AR,6/10/2014,161,1.43,670,33,677.45,165.3,19.45454545,13.83030303,24.76363636,0.338545455,0,0,96,,5
1281,Kentucky,Lexington,3/31/2015,Caliber,6/9/2016,161,1.43,436,34,667.8,158,18.04117647,12.62647059,23.35588235,0.330911765,0,0,95.70984456,,5
1490,Kentucky,Lexington,4/5/2016,GA-505,7/8/2017,189,1.43,459,32,709.39,179.5,22.153125,17.20625,27.278125,0.26028125,0,0,90,,5
1495,Kentucky,Lexington,4/5/2016,Saranac AR,7/8/2017,189,1.43,459,32,709.39,179.5,22.153125,17.20625,27.278125,0.26028125,0,0,91,,5
1520,Kentucky,Lexington,4/5/2016,LS 905,7/8/2017,189,1.43,459,32,709.39,179.5,22.153125,17.20625,27.278125,0.26028125,0,0,96,,5
149,Georgia,Athens,10/10/2007,Bulldog 805,6/16/2010,167,1.42,980,54,1045.9,193.304,22.4546,17.2004,28.3842,0.14282,0,0,72.72131148,,5
395,Georgia,Tifton,2/21/2008,BaraWet 501,5/6/2010,126,1.42,805,149,1019.92,224.58,18.2468,12.3394,24.1904,0.15262,0,1,84.96315789,,5
1048,Kentucky,Lexington,8/9/2012,55V50,7/13/2016,195,1.42,1434,34,730.22,112.7,23.52058824,18.19411765,28.75294118,0.224411765,0,0,94.3814433,,5
1053,Kentucky,Lexington,8/9/2012,Phoenix,7/13/2016,195,1.42,1434,34,730.22,112.7,23.52058824,18.19411765,28.75294118,0.224411765,0,0,92.19072165,,5
1086,Kentucky,Lexington,8/9/2012,Withstand,5/6/2016,127,1.42,1366,233,824.34,105.9,12.43265306,6.540816327,18.08367347,0.273040816,0,1,91.4742268,,5
1152,Kentucky,Lexington,8/9/2012,Saranac AR,6/6/2017,157,1.42,1762,35,618.72,113.8,18.5,12.78333333,24.06,0.308290323,0,0,77.74299065,,5
1293,Kentucky,Lexington,3/31/2015,Ameristand 403T Plus,8/16/2016,229,1.42,504,34,671.88,139.2,25.20294118,20.92058824,30.45,0.294147059,0,0,92.65284974,,5
120,Georgia,Athens,10/10/2007,Phoenix,7/13/2010,194,1.41,1007,27,614.49,148.828,26.49259259,21.29185185,32.63814815,0.143888889,0,0,74.32814208,,5
134,Georgia,Athens,10/10/2007,Bara 503,6/16/2010,167,1.41,980,54,1045.9,193.304,22.4546,17.2004,28.3842,0.14282,0,0,76.43715847,,5
312,Georgia,Tifton,2/21/2008,GA-505,6/17/2009,168,1.41,482,41,818.95,170.686,23.79317073,19.56804878,29.00121951,0.166853659,0,0,NA,,5
872,Kentucky,Lexington,8/9/2012,Saranac AR,6/12/2013,163,1.41,307,30,618.24,92.2,19.75333333,14.74333333,24.95,0.31,0,0,98.23157895,,5
1296,Kentucky,Lexington,3/31/2015,FSG-426,6/9/2016,161,1.41,436,34,667.8,158,18.04117647,12.62647059,23.35588235,0.330911765,0,0,95.70984456,,5
1302,Kentucky,Lexington,3/31/2015,Ameristand 427TQ,7/13/2016,195,1.41,470,34,730.22,112.7,23.52058824,18.19411765,28.75294118,0.224411765,0,0,93.96891192,,5
1638,Kentucky,Lexington,4/5/2017,Ameristand 403T Plus,6/13/2018,164,1.41,434,34,742.87,120.5,22.43529412,17.56470588,27.64117647,0.284147059,0,0,96.53333333,,5
1648,Kentucky,Lexington,4/5/2017,Caliber,6/13/2018,164,1.41,434,34,742.87,120.5,22.43529412,17.56470588,27.64117647,0.284147059,0,0,94.53333333,,5
842,Kentucky,Lexington,8/9/2012,4030,6/12/2013,163,1.4,307,30,618.24,92.2,19.75333333,14.74333333,24.95,0.31,0,0,99.55789474,,4
890,Kentucky,Lexington,8/9/2012,CW 085028,6/12/2013,163,1.4,307,30,618.24,92.2,19.75333333,14.74333333,24.95,0.31,0,0,100,,4
1062,Kentucky,Lexington,8/9/2012,GA-505,6/9/2016,161,1.4,1400,34,667.8,158,18.04117647,12.62647059,23.35588235,0.330911765,0,0,94.28865979,,4
139,Georgia,Athens,10/10/2007,TS 4010,6/16/2010,167,1.39,980,54,1045.9,193.304,22.4546,17.2004,28.3842,0.14282,0,0,70.48196721,,4
878,Kentucky,Lexington,8/9/2012,Withstand,6/12/2013,163,1.39,307,30,618.24,92.2,19.75333333,14.74333333,24.95,0.31,0,0,100,,4
1021,Kentucky,Lexington,8/9/2012,Withstand,5/8/2015,128,1.39,1002,232,858.5,297.3,12.69183673,6.881632653,18.28163265,0.345877551,0,1,96,,4
1052,Kentucky,Lexington,8/9/2012,Phoenix,6/9/2016,161,1.39,1400,34,667.8,158,18.04117647,12.62647059,23.35588235,0.330911765,0,0,92.71649485,,4
1172,Kentucky,Lexington,8/9/2012,CW 085028,6/6/2017,157,1.39,1762,35,618.72,113.8,18.5,12.78333333,24.06,0.308290323,0,0,89.48130841,,4
306,Georgia,Tifton,2/21/2008,Attention II,7/30/2009,211,1.38,525,43,1014.1,175.77,26.90860465,22.19534884,32.54325581,0.110348837,0,0,NA,,4
414,Georgia,Tifton,2/21/2008,Bara 503,6/20/2010,171,1.38,850,45,1094.05,89.414,25.44977778,20.34777778,31.42155556,0.118066667,0,0,71.2173913,,4
866,Kentucky,Lexington,8/9/2012,GA-505,6/12/2013,163,1.38,307,30,618.24,92.2,19.75333333,14.74333333,24.95,0.31,0,0,99.55789474,,4
1038,Kentucky,Lexington,8/9/2012,CW 065030,7/16/2015,197,1.38,1071,35,646.13,335.6,23.23428571,19.26571429,28.20857143,0.311457143,0,0,98,,4
48,Georgia,Athens,10/10/2007,BaraWet 501,5/6/2009,126,1.37,574,151,871.67,236.224,15.3534,9.3272,21.4102,0.15866,0,1,89.76190476,,4
1292,Kentucky,Lexington,3/31/2015,Ameristand 403T Plus,7/13/2016,195,1.37,470,34,730.22,112.7,23.52058824,18.19411765,28.75294118,0.224411765,0,0,93.18134715,,4
1450,Kentucky,Lexington,4/5/2016,Ameristand 403T Plus,7/8/2017,189,1.37,459,32,709.39,179.5,22.153125,17.20625,27.278125,0.26028125,0,0,91.62790698,,4
1653,Kentucky,Lexington,4/5/2017,Fierce,6/13/2018,164,1.37,434,34,742.87,120.5,22.43529412,17.56470588,27.64117647,0.284147059,0,0,95.53333333,,4
185,Georgia,Midville,11/1/2007,Hybri Force 600,7/23/2008,205,1.36,265,44,1050.64,117.354,26.37795455,20.74068182,33.53659091,0.160363636,0,0,NA,,4
1043,Kentucky,Lexington,8/9/2012,GA-ALFG-1,7/16/2015,197,1.36,1071,35,646.13,335.6,23.23428571,19.26571429,28.20857143,0.311457143,0,0,95,,4
1113,Kentucky,Lexington,8/9/2012,GA-ALFG-1,7/13/2016,195,1.36,1434,34,730.22,112.7,23.52058824,18.19411765,28.75294118,0.224411765,0,0,90.77835052,,4
1307,Kentucky,Lexington,3/31/2015,Buffalo,7/13/2016,195,1.36,470,34,730.22,112.7,23.52058824,18.19411765,28.75294118,0.224411765,0,0,90.96891192,,4
1336,Kentucky,Lexington,3/31/2015,Fierce,6/6/2017,157,1.36,798,35,618.72,113.8,18.5,12.78333333,24.06,0.308290323,0,0,85,,4
109,Georgia,Athens,10/10/2007,BaraWet 501,6/16/2010,167,1.35,980,54,1045.9,193.304,22.4546,17.2004,28.3842,0.14282,0,0,84.63169399,,4
175,Georgia,Midville,11/1/2007,Bara 503,7/23/2008,205,1.35,265,44,1050.64,117.354,26.37795455,20.74068182,33.53659091,0.160363636,0,0,NA,,4
884,Kentucky,Lexington,8/9/2012,Arc,6/12/2013,163,1.35,307,30,618.24,92.2,19.75333333,14.74333333,24.95,0.31,0,0,98.23157895,,4
173,Georgia,Midville,11/1/2007,Bara 503,5/6/2008,127,1.34,187,187,1001.01,147.574,16.5908,10.177,23.4432,0.20836,0,1,NA,,4
378,Georgia,Tifton,2/21/2008,TS 8031,6/20/2010,171,1.34,850,45,1094.05,89.414,25.44977778,20.34777778,31.42155556,0.118066667,0,0,70.11304348,,4
1197,Kentucky,Lexington,8/9/2012,PGI 529,6/11/2018,162,1.34,2132,32,715.37,112.3,22.490625,17.509375,27.6875,0.2894375,0,0,76.6974359,,4
1207,Kentucky,Lexington,8/9/2012,GA-505,6/11/2018,162,1.34,2132,32,715.37,112.3,22.490625,17.509375,27.6875,0.2894375,0,0,80.52307692,,4
1371,Kentucky,Lexington,3/31/2015,Ameristand 403T Plus,6/13/2018,164,1.34,1170,34,742.87,120.5,22.43529412,17.56470588,27.64117647,0.284147059,0,0,88,,4
74,Georgia,Athens,10/10/2007,Bara 503,6/26/2009,177,1.33,625,51,1013.91,88.134,23.1086,18.148,29.072,0.1306,0,0,89.35714286,,4
371,Georgia,Tifton,2/21/2008,Attention II,5/6/2010,126,1.33,805,149,1019.92,224.58,18.2468,12.3394,24.1904,0.15262,0,1,60.2194508,,4
896,Kentucky,Lexington,8/9/2012,CW 065030,6/12/2013,163,1.33,307,30,618.24,92.2,19.75333333,14.74333333,24.95,0.31,0,0,100,,4
1187,Kentucky,Lexington,8/9/2012,55V50,6/11/2018,162,1.33,2132,32,715.37,112.3,22.490625,17.509375,27.6875,0.2894375,0,0,79.32820513,,4
1291,Kentucky,Lexington,3/31/2015,Ameristand 403T Plus,6/9/2016,161,1.33,436,34,667.8,158,18.04117647,12.62647059,23.35588235,0.330911765,0,0,93.70984456,,4
1663,Kentucky,Lexington,4/5/2017,GA-505,6/13/2018,164,1.33,434,34,742.87,120.5,22.43529412,17.56470588,27.64117647,0.284147059,0,0,90,,4
58,Georgia,Athens,10/10/2007,CW 500,5/6/2009,126,1.32,574,151,871.67,236.224,15.3534,9.3272,21.4102,0.15866,0,1,89.52380952,,4
98,Georgia,Athens,10/10/2007,Hybri Force 600,5/6/2009,126,1.32,574,151,871.67,236.224,15.3534,9.3272,21.4102,0.15866,0,1,83.52380952,,4
313,Georgia,Tifton,2/21/2008,GA-505,7/30/2009,211,1.32,525,43,1014.1,175.77,26.90860465,22.19534884,32.54325581,0.110348837,0,0,NA,,4
408,Georgia,Tifton,2/21/2008,PGI 909,6/20/2010,171,1.32,850,45,1094.05,89.414,25.44977778,20.34777778,31.42155556,0.118066667,0,0,70.52173913,,4
1137,Kentucky,Lexington,8/9/2012,Radiance HD,6/6/2017,157,1.32,1762,35,618.72,113.8,18.5,12.78333333,24.06,0.308290323,0,0,84.03738318,,4
1157,Kentucky,Lexington,8/9/2012,Withstand,6/6/2017,157,1.32,1762,35,618.72,113.8,18.5,12.78333333,24.06,0.308290323,0,0,84,,4
1237,Kentucky,Lexington,8/9/2012,Ameristand 403T,6/11/2018,162,1.32,2132,32,715.37,112.3,22.490625,17.509375,27.6875,0.2894375,0,0,75.41538462,,4
53,Georgia,Athens,10/10/2007,GA-505,5/6/2009,126,1.31,574,151,871.67,236.224,15.3534,9.3272,21.4102,0.15866,0,1,85.11111111,,4
168,Georgia,Midville,11/1/2007,PGI 801,5/6/2008,127,1.31,187,187,1001.01,147.574,16.5908,10.177,23.4432,0.20836,0,1,NA,,4
255,Georgia,Tifton,2/21/2008,GA-505,9/10/2008,254,1.31,202,42,796.16,313.892,25.73333333,21.86714286,30.93047619,0.122833333,1,0,NA,,4
340,Georgia,Tifton,2/21/2008,Hybri Force 600,6/17/2009,168,1.31,482,41,818.95,170.686,23.79317073,19.56804878,29.00121951,0.166853659,0,0,NA,,4
1013,Kentucky,Lexington,8/9/2012,Saranac AR,7/16/2015,197,1.31,1071,35,646.13,335.6,23.23428571,19.26571429,28.20857143,0.311457143,0,0,93.53571429,,4
1082,Kentucky,Lexington,8/9/2012,Saranac AR,6/9/2016,161,1.31,1400,34,667.8,158,18.04117647,12.62647059,23.35588235,0.330911765,0,0,88.72164948,,4
1097,Kentucky,Lexington,8/9/2012,Arc,6/9/2016,161,1.31,1400,34,667.8,158,18.04117647,12.62647059,23.35588235,0.330911765,0,0,86.14948454,,4
1103,Kentucky,Lexington,8/9/2012,CW 085028,7/13/2016,195,1.31,1434,34,730.22,112.7,23.52058824,18.19411765,28.75294118,0.224411765,0,0,93.77835052,,4
1173,Kentucky,Lexington,8/9/2012,CW 085028,7/8/2017,189,1.31,1794,32,709.39,179.5,22.153125,17.20625,27.278125,0.26028125,0,0,89.63084112,,4
1212,Kentucky,Lexington,8/9/2012,Radiance HD,6/11/2018,162,1.31,2132,32,715.37,112.3,22.490625,17.509375,27.6875,0.2894375,0,0,73.15384615,,4
1533,Kentucky,Lexington,4/5/2016,GA-497HD,5/10/2018,130,1.31,765,237,799.98,232.2,10.73673469,5.232653061,15.91632653,0.378285714,0,1,95.41538462,,4
50,Georgia,Athens,10/10/2007,BaraWet 501,8/6/2009,218,1.3,666,41,897.29,53.594,25.55829268,20.13487805,31.82756098,0.098097561,0,0,89.03174603,,4
259,Georgia,Tifton,2/21/2008,TS 8031,9/10/2008,254,1.3,202,42,796.16,313.892,25.73333333,21.86714286,30.93047619,0.122833333,1,0,NA,,4
291,Georgia,Tifton,2/21/2008,BaraWet 501,6/17/2009,168,1.3,482,41,818.95,170.686,23.79317073,19.56804878,29.00121951,0.166853659,0,0,NA,,4
366,Georgia,Tifton,2/21/2008,PGI 801,6/20/2010,171,1.3,850,45,1094.05,89.414,25.44977778,20.34777778,31.42155556,0.118066667,0,0,73.89565217,,4
918,Kentucky,Lexington,8/9/2012,Radiance HD,7/17/2014,198,1.3,707,37,861.23,80.5,23.08378378,17.64054054,28.59459459,0.223594595,0,0,97.43085106,,4
963,Kentucky,Lexington,8/9/2012,CW 085028,7/17/2014,198,1.3,707,37,861.23,80.5,23.08378378,17.64054054,28.59459459,0.223594595,0,0,100,,4
1083,Kentucky,Lexington,8/9/2012,Saranac AR,7/13/2016,195,1.3,1434,34,730.22,112.7,23.52058824,18.19411765,28.75294118,0.224411765,0,0,86.96907216,,4
1192,Kentucky,Lexington,8/9/2012,Phoenix,6/11/2018,162,1.3,2132,32,715.37,112.3,22.490625,17.509375,27.6875,0.2894375,0,0,74.13333333,,4
1501,Kentucky,Lexington,4/5/2016,AFX095026,8/8/2017,220,1.3,490,31,666.07,124.9,23.55483871,18.16451613,28.4483871,0.267322581,0,0,91.54418605,,4
