Annual Avg Yield,Annual Avg Min Temp,Annual Avg Max Temp,Total Accumulated Rain,Total Accumulated Radiation,Class
1.485,1.527801999,15.48000585,2589.89,508314.5,1
1.673333333,3.061676727,16.83861649,2759.31,391732.39,1
1.175,3.943957246,16.40337541,7223.81,1026752.66,0
1.8875,3.248629719,15.6710047,10868.15,1515468.66,2
1.413333333,1.201610025,13.20238505,4520.92,767813.57,1
1.07,0.249995175,12.27685794,4209.58,720619.2,0
2.036666667,2.222301678,14.34991278,3278.3,417278.53,2
0.543333333,2.88299789,14.95657328,2064.15,419077.34,0
1.185,1.420974834,13.38907371,2462.21,486945.56,0
1.513333333,1.339418615,13.37147729,5227.48,1092756.38,1
1.543333333,2.368443049,16.09306567,3957.57,766959.08,1
1.4,1.560594971,15.35378818,5749.1,1109941.17,1
1.6575,3.326873264,15.56233133,4026,594058.49,1
1.296666667,2.880187558,15.60503631,4767.2,771361.25,1
2.08,2.623295278,15.39917584,9329.6,1492976.59,2
1.5475,3.326873264,15.56233133,4026,594058.49,1
1.253333333,2.880187558,15.60503631,4767.2,771361.25,1
2.0425,2.623295278,15.39917584,9329.6,1492976.59,2
1.143333333,2.478549891,16.53869278,1942.04,448238.73,0
1.19,1.527801999,15.48000585,2589.89,508314.5,0
1.373333333,1.201610025,13.20238505,4520.92,767813.57,1
0.97,0.249995175,12.27685794,4209.58,720619.2,0
2.705,3.356254449,15.04596884,4927.31,568223.75,2
1.4825,2.750785519,14.51573123,8891.55,1023645.28,1
1.52,3.607578698,16.45076001,4320.03,589529.46,1
1.33,2.478549891,16.53869278,1942.04,448238.73,1
1.593333333,2.977616548,15.74789835,5426.99,762918.99,1
1.425,1.527801999,15.48000585,2589.89,508314.5,1
1.163333333,3.016331711,15.80458819,5420.95,1083330.58,0
2.3225,3.805881943,15.32970153,2995.51,532397.2,2
2.12,2.927414332,14.42807294,5688.72,988078.64,2
2.366666667,1.560594971,15.35378818,5749.1,1109941.17,2
1.255,0.568419365,14.19299598,2702.11,500521.2,1
2.573333333,0.647127941,13.68111164,6753.96,1090064.9,2
2.495,3.805881943,15.32970153,2995.51,532397.2,2
2.065,2.927414332,14.42807294,5688.72,988078.64,2
2.505,3.356254449,15.04596884,4927.31,568223.75,2
1.43,2.750785519,14.51573123,8891.55,1023645.28,1
1.97,2.222301678,14.34991278,3278.3,417278.53,2
1.436666667,1.555151074,12.7932264,3003.58,401500.63,1
2.06,2.314448466,14.38057176,11113.79,1488887.99,2
2.655,3.356254449,15.04596884,4927.31,568223.75,2
0.89,0.659758311,12.15662455,5039.01,746081.7,0
1.525,2.750785519,14.51573123,8891.55,1023645.28,1
2.233333333,2.222301678,14.34991278,3278.3,417278.53,2
0.936666667,0.29421894,11.65794382,7350.07,1076901.18,0
1.41,1.555151074,12.7932264,3003.58,401500.63,1
2.336666667,2.222301678,14.34991278,3278.3,417278.53,2
1.366666667,1.555151074,12.7932264,3003.58,401500.63,1
1.51,4.032111034,16.06333101,7281.4,1039989.14,1
1.556666667,1.345687315,12.45681439,6160.62,1056650.65,1
1.1775,3.591394938,16.21538159,9273.53,1491423.95,0
1.1775,3.310964275,15.92845371,2899.39,580373.55,0
1.0825,3.591394938,16.21538159,9273.53,1491423.95,0
1.0825,3.310964275,15.92845371,2899.39,580373.55,0
1.515,3.326873264,15.56233133,4026,594058.49,1
1.156666667,2.880187558,15.60503631,4767.2,771361.25,0
1.36,3.662923851,16.45992748,2602.98,399860.42,1
0.965,2.551234811,16.17815293,2549.88,487735.95,0
1.33,2.96085018,15.52055799,2209.6,443157.71,1
1.445,1.776274836,15.11746058,3683.34,724654.24,1
1.41,1.438619204,13.52741199,4268.57,781236.14,1
1.5225,3.326873264,15.56233133,4026,594058.49,1
1.09,2.880187558,15.60503631,4767.2,771361.25,0
1.28,3.662923851,16.45992748,2602.98,399860.42,1
1.55,1.776274836,15.11746058,3683.34,724654.24,1
1.56,4.032111034,16.06333101,7281.4,1039989.14,1
1.58,1.345687315,12.45681439,6160.62,1056650.65,1
1.0975,3.591394938,16.21538159,9273.53,1491423.95,0
1.0975,3.310964275,15.92845371,2899.39,580373.55,0
1.32,2.96085018,15.52055799,2209.6,443157.71,1
1.423333333,1.438619204,13.52741199,4268.57,781236.14,1
0.503333333,2.88299789,14.95657328,2064.15,419077.34,0
0.893333333,0.659758311,12.15662455,5039.01,746081.7,0
0.87,0.29421894,11.65794382,7350.07,1076901.18,0
1.61,0.622666854,12.77145179,2699.04,415687.5,1
1.013333333,0.659758311,12.15662455,5039.01,746081.7,0
0.903333333,0.29421894,11.65794382,7350.07,1076901.18,0
1.99,2.222301678,14.34991278,3278.3,417278.53,2
1.363333333,1.555151074,12.7932264,3003.58,401500.63,1
2.123333333,2.222301678,14.34991278,3278.3,417278.53,2
1.206666667,1.555151074,12.7932264,3003.58,401500.63,0
2.38,3.805881943,15.32970153,2995.51,532397.2,2
1.875,2.927414332,14.42807294,5688.72,988078.64,2
1.746666667,2.778061756,14.72956264,2940.94,424374.67,2
1.343333333,2.288574538,13.99293568,4458.14,739087.28,1
1.15,1.91720147,13.66144478,8956.75,1448202.96,0
1.4325,4.032111034,16.06333101,7281.4,1039989.14,1
1.46,1.345687315,12.45681439,6160.62,1056650.65,1
1.0925,3.591394938,16.21538159,9273.53,1491423.95,0
1.0925,3.310964275,15.92845371,2899.39,580373.55,0
1.52,3.607578698,16.45076001,4320.03,589529.46,1
1.823333333,2.977616548,15.74789835,5426.99,762918.99,2
1.273333333,3.016331711,15.80458819,5420.95,1083330.58,1
1.323333333,2.96085018,15.52055799,2209.6,443157.71,1
1.456666667,1.438619204,13.52741199,4268.57,781236.14,1
1.15,1.439452116,13.5460645,5665.98,1105412.81,0
1.513333333,2.368443049,16.09306567,3957.57,766959.08,1
1.37,1.560594971,15.35378818,5749.1,1109941.17,1
1.53,0.622666854,12.77145179,2699.04,415687.5,1
2.5175,3.356254449,15.04596884,4927.31,568223.75,2
1.13,0.659758311,12.15662455,5039.01,746081.7,0
1.4275,2.750785519,14.51573123,8891.55,1023645.28,1
0.93,0.29421894,11.65794382,7350.07,1076901.18,0
1.9775,2.623295278,15.39917584,9329.6,1492976.59,2
0.53,2.88299789,14.95657328,2064.15,419077.34,0
1.23,1.420974834,13.38907371,2462.21,486945.56,0
1.426666667,1.339418615,13.37147729,5227.48,1092756.38,1
1.4625,4.032111034,16.06333101,7281.4,1039989.14,1
1.1775,3.591394938,16.21538159,9273.53,1491423.95,0
1.1775,3.310964275,15.92845371,2899.39,580373.55,0
1.513333333,1.345687315,12.45681439,6160.62,1056650.65,1
1.5075,3.607578698,16.45076001,4320.03,589529.46,1
1.573333333,2.977616548,15.74789835,5426.99,762918.99,1
1.173333333,3.016331711,15.80458819,5420.95,1083330.58,0
2.385,3.805881943,15.32970153,2995.51,532397.2,2
1.7375,2.927414332,14.42807294,5688.72,988078.64,2
1.433333333,1.345687315,12.45681439,6160.62,1056650.65,1
1.386666667,1.345687315,12.45681439,6160.62,1056650.65,1
1.193333333,2.478549891,16.53869278,1942.04,448238.73,0
1.325,1.527801999,15.48000585,2589.89,508314.5,1
1.5875,3.326873264,15.56233133,4026,594058.49,1
1.316666667,2.880187558,15.60503631,4767.2,771361.25,1
2.065,2.623295278,15.39917584,9329.6,1492976.59,2
1.333333333,1.201610025,13.20238505,4520.92,767813.57,1
0.95,0.249995175,12.27685794,4209.58,720619.2,0
0.436666667,2.88299789,14.95657328,2064.15,419077.34,0
1.11,1.420974834,13.38907371,2462.21,486945.56,0
1.6325,3.607578698,16.45076001,4320.03,589529.46,1
1.273333333,2.478549891,16.53869278,1942.04,448238.73,1
1.293333333,1.339418615,13.37147729,5227.48,1092756.38,1
1.816666667,2.977616548,15.74789835,5426.99,762918.99,2
1.485,1.527801999,15.48000585,2589.89,508314.5,1
1.27,3.016331711,15.80458819,5420.95,1083330.58,1
1.45,4.032111034,16.06333101,7281.4,1039989.14,1
1.0825,3.591394938,16.21538159,9273.53,1491423.95,0
1.0825,3.310964275,15.92845371,2899.39,580373.55,0
1.323333333,2.96085018,15.52055799,2209.6,443157.71,1
1.313333333,1.438619204,13.52741199,4268.57,781236.14,1
1.12,1.439452116,13.5460645,5665.98,1105412.81,0
3.126666667,3.374076464,15.72111539,3126.25,430095.61,2
2.0925,2.309735594,14.7785379,7132.56,1021534.34,2
2.175,2.314448466,14.38057176,11113.79,1488887.99,2
1.27,2.96085018,15.52055799,2209.6,443157.71,1
1.34,1.438619204,13.52741199,4268.57,781236.14,1
1.12,1.439452116,13.5460645,5665.98,1105412.81,0
1.4325,4.032111034,16.06333101,7281.4,1039989.14,1
1.08,3.591394938,16.21538159,9273.53,1491423.95,0
1.08,3.310964275,15.92845371,2899.39,580373.55,0
2.15,2.222301678,14.34991278,3278.3,417278.53,2
1.306666667,1.555151074,12.7932264,3003.58,401500.63,1
2.5525,3.356254449,15.04596884,4927.31,568223.75,2
1.5625,2.750785519,14.51573123,8891.55,1023645.28,1
1.99,2.222301678,14.34991278,3278.3,417278.53,2
1.42,1.555151074,12.7932264,3003.58,401500.63,1
1.393333333,3.662923851,16.45992748,2602.98,399860.42,1
0.745,2.551234811,16.17815293,2549.88,487735.95,0
1.126666667,2.96085018,15.52055799,2209.6,443157.71,0
1.39,1.776274836,15.11746058,3683.34,724654.24,1
1.34,1.438619204,13.52741199,4268.57,781236.14,1
1.023333333,1.439452116,13.5460645,5665.98,1105412.81,0
1.545,4.032111034,16.06333101,7281.4,1039989.14,1
1.28,3.662923851,16.45992748,2602.98,399860.42,1
1.473333333,1.345687315,12.45681439,6160.62,1056650.65,1
1.12,3.591394938,16.21538159,9273.53,1491423.95,0
0.76,2.551234811,16.17815293,2549.88,487735.95,0
1.12,3.310964275,15.92845371,2899.39,580373.55,0
1.395,1.776274836,15.11746058,3683.34,724654.24,1
2.26,3.805881943,15.32970153,2995.51,532397.2,2
2.11,2.927414332,14.42807294,5688.72,988078.64,2
0.556666667,2.88299789,14.95657328,2064.15,419077.34,0
1.125,1.420974834,13.38907371,2462.21,486945.56,0
1.446666667,1.339418615,13.37147729,5227.48,1092756.38,1
1.2,1.345687315,12.45681439,6160.62,1056650.65,0
1.3125,4.032111034,16.06333101,7281.4,1039989.14,1
1.38,3.662923851,16.45992748,2602.98,399860.42,1
1.42,1.345687315,12.45681439,6160.62,1056650.65,1
1.0225,3.591394938,16.21538159,9273.53,1491423.95,0
0.725,2.551234811,16.17815293,2549.88,487735.95,0
1.0225,3.310964275,15.92845371,2899.39,580373.55,0
1.266666667,2.96085018,15.52055799,2209.6,443157.71,1
1.48,3.326873264,15.56233133,4026,594058.49,1
1.485,1.776274836,15.11746058,3683.34,724654.24,1
1.296666667,1.438619204,13.52741199,4268.57,781236.14,1
1.073333333,2.880187558,15.60503631,4767.2,771361.25,0
1.08,1.439452116,13.5460645,5665.98,1105412.81,0
0.486666667,2.88299789,14.95657328,2064.15,419077.34,0
1.8275,2.623295278,15.39917584,9329.6,1492976.59,2
1.1,1.420974834,13.38907371,2462.21,486945.56,0
1.5825,3.607578698,16.45076001,4320.03,589529.46,1
1.46,2.478549891,16.53869278,1942.04,448238.73,1
1.386666667,1.339418615,13.37147729,5227.48,1092756.38,1
1.513333333,2.977616548,15.74789835,5426.99,762918.99,1
1.49,1.527801999,15.48000585,2589.89,508314.5,1
1.653333333,2.778061756,14.72956264,2940.94,424374.67,1
1,3.226346716,16.01764064,5471.07,1083330.58,0
1.566666667,3.061676727,16.83861649,2759.31,391732.39,1
1.27,2.288574538,13.99293568,4458.14,739087.28,1
1.0675,3.943957246,16.40337541,7223.81,1026752.66,0
1.483333333,2.368443049,16.09306567,3957.57,766959.08,1
1.19,1.91720147,13.66144478,8956.75,1448202.96,0
1.775,3.248629719,15.6710047,10868.15,1515468.66,2
3.006666667,3.374076464,15.72111539,3126.25,430095.61,2
2.216666667,1.560594971,15.35378818,5749.1,1109941.17,2
1.246666667,1.201610025,13.20238505,4520.92,767813.57,1
2.0575,2.309735594,14.7785379,7132.56,1021534.34,2
1.21,0.568419365,14.19299598,2702.11,500521.2,0
0.755,0.249995175,12.27685794,4209.58,720619.2,0
1.163333333,0.622666854,12.77145179,2699.04,415687.5,0
2,2.314448466,14.38057176,11113.79,1488887.99,2
2.515,3.356254449,15.04596884,4927.31,568223.75,2
2.46,0.647127941,13.68111164,6753.96,1090064.9,2
0.87,0.659758311,12.15662455,5039.01,746081.7,0
1.3875,2.750785519,14.51573123,8891.55,1023645.28,1
2.173333333,2.222301678,14.34991278,3278.3,417278.53,2
0.69,0.29421894,11.65794382,7350.07,1076901.18,0
0.98,1.555151074,12.7932264,3003.58,401500.63,0
1.653333333,1.345687315,12.45681439,6160.62,1056650.65,1
1.2,2.96085018,15.52055799,2209.6,443157.71,0
1.313333333,1.438619204,13.52741199,4268.57,781236.14,1
1.016666667,1.439452116,13.5460645,5665.98,1105412.81,0
1.316666667,2.96085018,15.52055799,2209.6,443157.71,1
1.363333333,1.438619204,13.52741199,4268.57,781236.14,1
1.03,1.439452116,13.5460645,5665.98,1105412.81,0
1.33,3.662923851,16.45992748,2602.98,399860.42,1
0.845,2.551234811,16.17815293,2549.88,487735.95,0
1.635,1.776274836,15.11746058,3683.34,724654.24,1
1.44,1.345687315,12.45681439,6160.62,1056650.65,1
1.413333333,2.478549891,16.53869278,1942.04,448238.73,1
1.54,3.607578698,16.45076001,4320.03,589529.46,1
1.91,2.977616548,15.74789835,5426.99,762918.99,2
1.495,1.527801999,15.48000585,2589.89,508314.5,1
1.78,2.778061756,14.72956264,2940.94,424374.67,2
1.126666667,3.016331711,15.80458819,5420.95,1083330.58,0
1.37,2.288574538,13.99293568,4458.14,739087.28,1
1.2175,1.91720147,13.66144478,8956.75,1448202.96,0
1.4675,4.032111034,16.06333101,7281.4,1039989.14,1
1.413333333,3.662923851,16.45992748,2602.98,399860.42,1
1.59,1.345687315,12.45681439,6160.62,1056650.65,1
1.1225,3.591394938,16.21538159,9273.53,1491423.95,0
1,2.551234811,16.17815293,2549.88,487735.95,0
1.1225,3.310964275,15.92845371,2899.39,580373.55,0
1.57,1.776274836,15.11746058,3683.34,724654.24,1
1.5375,4.032111034,16.06333101,7281.4,1039989.14,1
1.366666667,3.662923851,16.45992748,2602.98,399860.42,1
1.663333333,1.345687315,12.45681439,6160.62,1056650.65,1
1.19,3.591394938,16.21538159,9273.53,1491423.95,0
0.885,2.551234811,16.17815293,2549.88,487735.95,0
1.19,3.310964275,15.92845371,2899.39,580373.55,0
1.475,1.776274836,15.11746058,3683.34,724654.24,1
1.506666667,1.339418615,13.37147729,5227.48,1092756.38,1
1.573333333,2.368443049,16.09306567,3957.57,766959.08,1
1.393333333,1.560594971,15.35378818,5749.1,1109941.17,1
1.46,1.339418615,13.37147729,5227.48,1092756.38,1
1.463333333,1.201610025,13.20238505,4520.92,767813.57,1
1.12,0.249995175,12.27685794,4209.58,720619.2,0
1.87,2.222301678,14.34991278,3278.3,417278.53,2
1.266666667,1.555151074,12.7932264,3003.58,401500.63,1
3.023333333,3.374076464,15.72111539,3126.25,430095.61,2
2.183333333,1.560594971,15.35378818,5749.1,1109941.17,2
2.0075,2.309735594,14.7785379,7132.56,1021534.34,2
1.15,0.568419365,14.19299598,2702.11,500521.2,0
1.24,0.622666854,12.77145179,2699.04,415687.5,0
2.0125,2.314448466,14.38057176,11113.79,1488887.99,2
2.493333333,0.647127941,13.68111164,6753.96,1090064.9,2
0.91,0.659758311,12.15662455,5039.01,746081.7,0
0.846666667,0.29421894,11.65794382,7350.07,1076901.18,0
1.703333333,2.778061756,14.72956264,2940.94,424374.67,2
1.326666667,2.288574538,13.99293568,4458.14,739087.28,1
1.26,1.91720147,13.66144478,8956.75,1448202.96,1
1.256666667,2.478549891,16.53869278,1942.04,448238.73,1
1.3225,3.607578698,16.45076001,4320.03,589529.46,1
1.793333333,2.977616548,15.74789835,5426.99,762918.99,2
1.52,1.527801999,15.48000585,2589.89,508314.5,1
1.136666667,3.016331711,15.80458819,6272.54,1202348.77,0
1.633333333,3.061676727,16.83861649,2759.31,391732.39,1
1.19,3.943957246,16.40337541,7223.81,1026752.66,0
1.965,3.248629719,15.6710047,10868.15,1515468.66,2
2.6525,3.356254449,15.04596884,4927.31,568223.75,2
1.5925,2.750785519,14.51573123,8891.55,1023645.28,1
1.256666667,2.96085018,15.52055799,2209.6,443157.71,1
1.376666667,1.438619204,13.52741199,4268.57,781236.14,1
1.083333333,1.439452116,13.5460645,5665.98,1105412.81,0
0.616666667,2.88299789,14.95657328,2064.15,419077.34,0
1.255,1.420974834,13.38907371,2462.21,486945.56,1
0.55,2.88299789,14.95657328,2064.15,419077.34,0
1.225,1.420974834,13.38907371,2462.21,486945.56,0
1.405,3.326873264,15.56233133,4026,594058.49,1
1.12,2.880187558,15.60503631,4767.2,771361.25,0
1.805,2.623295278,15.39917584,9329.6,1492976.59,2
