,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%),Harvested in Sown Year,First Date of Season,Percent Cover (%),,Class
191,Georgia,Midville,11/1/2007,GA-505,9/5/2008,249,1.01,309,44,873.37,171.966,26.09136364,21.6125,32.44886364,0.189909091,0,0,NA,,3
331,Georgia,Tifton,2/21/2008,Bulldog 805,4/7/2009,97,1.01,411,146,814.55,402.9,14.1446,8.7024,20.0602,0.16648,0,1,NA,,3
66,Georgia,Athens,10/10/2007,Evermore,9/8/2009,251,1,699,33,611.29,99.826,24.33060606,19.49272727,30.24545455,0.116666667,0,0,84.25661376,,3
75,Georgia,Athens,10/10/2007,Bara 503,8/6/2009,218,1,666,41,897.29,53.594,25.55829268,20.13487805,31.82756098,0.098097561,0,0,89.03174603,,3
72,Georgia,Athens,10/10/2007,Phoenix,10/22/2009,295,0.99,743,44,521.47,447.78,18.54113636,14.44659091,23.55113636,0.162522727,0,0,77.54232804,,3
89,Georgia,Athens,10/10/2007,Hybri Force 700,6/26/2009,177,0.99,625,51,1013.91,88.134,23.1086,18.148,29.072,0.1306,0,0,93.80952381,,3
296,Georgia,Tifton,2/21/2008,PGI 801,4/7/2009,97,0.99,411,146,814.55,402.9,14.1446,8.7024,20.0602,0.16648,0,1,NA,,3
67,Georgia,Athens,10/10/2007,Evermore,10/22/2009,295,0.98,743,44,521.47,447.78,18.54113636,14.44659091,23.55113636,0.162522727,0,0,84.14021164,,3
71,Georgia,Athens,10/10/2007,Phoenix,9/8/2009,251,0.98,699,33,611.29,99.826,24.33060606,19.49272727,30.24545455,0.116666667,0,0,78.82275132,,3
85,Georgia,Athens,10/10/2007,Bulldog 805,8/6/2009,218,0.98,666,41,897.29,53.594,25.55829268,20.13487805,31.82756098,0.098097561,0,0,81.78306878,,3
140,Georgia,Athens,10/10/2007,TS 4010,7/13/2010,194,0.98,1007,27,614.49,148.828,26.49259259,21.29185185,32.63814815,0.143888889,0,0,68.64508197,,3
297,Georgia,Tifton,2/21/2008,PGI 801,5/7/2009,127,0.98,441,30,700.05,99.818,19.484,13.758,25.255,0.1653,0,0,NA,,3
206,Georgia,Midville,11/1/2007,Attention II,9/5/2008,249,0.97,309,44,873.37,171.966,26.09136364,21.6125,32.44886364,0.189909091,0,0,NA,,3
275,Georgia,Tifton,2/21/2008,Attention II,9/10/2008,254,0.97,202,42,796.16,313.892,25.73333333,21.86714286,30.93047619,0.122833333,1,0,NA,,3
317,Georgia,Tifton,2/21/2008,Hybri Force 700,4/7/2009,97,0.97,411,146,814.55,402.9,14.1446,8.7024,20.0602,0.16648,0,1,NA,,3
186,Georgia,Midville,11/1/2007,Hybri Force 600,9/5/2008,249,0.96,309,44,873.37,171.966,26.09136364,21.6125,32.44886364,0.189909091,0,0,NA,,3
194,Georgia,Midville,11/1/2007,Bulldog 805,6/9/2008,161,0.96,221,34,848.77,92.72,23.67147059,17.56764706,30.27588235,0.206176471,0,0,NA,,3
293,Georgia,Tifton,2/21/2008,BaraWet 501,9/18/2009,261,0.96,575,50,963.67,222.754,25.468,21.4778,30.9894,0.11718,0,0,NA,,3
56,Georgia,Athens,10/10/2007,GA-505,9/8/2009,251,0.95,699,33,611.29,99.826,24.33060606,19.49272727,30.24545455,0.116666667,0,0,82.7962963,,3
174,Georgia,Midville,11/1/2007,Bara 503,6/9/2008,161,0.95,221,34,848.77,92.72,23.67147059,17.56764706,30.27588235,0.206176471,0,0,NA,,3
211,Georgia,Midville,11/1/2007,Hybri Force 700,9/5/2008,249,0.95,309,44,873.37,171.966,26.09136364,21.6125,32.44886364,0.189909091,0,0,NA,,3
70,Georgia,Athens,10/10/2007,Phoenix,8/6/2009,218,0.94,666,41,897.29,53.594,25.55829268,20.13487805,31.82756098,0.098097561,0,0,79.78306878,,3
62,Georgia,Athens,10/10/2007,CW 500,10/22/2009,295,0.93,743,44,521.47,447.78,18.54113636,14.44659091,23.55113636,0.162522727,0,0,86.84126984,,3
95,Georgia,Athens,10/10/2007,TS 4010,8/6/2009,218,0.92,666,41,897.29,53.594,25.55829268,20.13487805,31.82756098,0.098097561,0,0,85.75132275,,3
338,Georgia,Tifton,2/21/2008,Hybri Force 600,4/7/2009,97,0.92,411,146,814.55,402.9,14.1446,8.7024,20.0602,0.16648,0,1,NA,,3
100,Georgia,Athens,10/10/2007,Hybri Force 600,8/6/2009,218,0.91,666,41,897.29,53.594,25.55829268,20.13487805,31.82756098,0.098097561,0,0,82.06349206,,3
76,Georgia,Athens,10/10/2007,Bara 503,9/8/2009,251,0.9,699,33,611.29,99.826,24.33060606,19.49272727,30.24545455,0.116666667,0,0,88.76984127,,3
97,Georgia,Athens,10/10/2007,TS 4010,10/22/2009,295,0.9,743,44,521.47,447.78,18.54113636,14.44659091,23.55113636,0.162522727,0,0,84.12169312,,3
249,Georgia,Tifton,2/21/2008,Hybri Force 600,6/18/2008,170,0.9,118,118,1261.64,83.558,23.9276,18.262,30.0158,0.10612,1,1,NA,,3
304,Georgia,Tifton,2/21/2008,Attention II,5/7/2009,127,0.88,441,30,700.05,99.818,19.484,13.758,25.255,0.1653,0,0,NA,,3
321,Georgia,Tifton,2/21/2008,Hybri Force 700,9/18/2009,261,0.88,575,50,963.67,222.754,25.468,21.4778,30.9894,0.11718,0,0,NA,,3
77,Georgia,Athens,10/10/2007,Bara 503,10/22/2009,295,0.87,743,44,521.47,447.78,18.54113636,14.44659091,23.55113636,0.162522727,0,0,88.42063492,,3
86,Georgia,Athens,10/10/2007,Bulldog 805,9/8/2009,251,0.87,699,33,611.29,99.826,24.33060606,19.49272727,30.24545455,0.116666667,0,0,80.82275132,,3
107,Georgia,Athens,10/10/2007,CW 35106,10/22/2009,295,0.87,743,44,521.47,447.78,18.54113636,14.44659091,23.55113636,0.162522727,0,0,86.98148148,,3
201,Georgia,Midville,11/1/2007,CW 36106,9/5/2008,249,0.87,309,44,873.37,171.966,26.09136364,21.6125,32.44886364,0.189909091,0,0,NA,,3
80,Georgia,Athens,10/10/2007,Attention II,8/6/2009,218,0.86,666,41,897.29,53.594,25.55829268,20.13487805,31.82756098,0.098097561,0,0,84.68783069,,3
90,Georgia,Athens,10/10/2007,Hybri Force 700,8/6/2009,218,0.86,666,41,897.29,53.594,25.55829268,20.13487805,31.82756098,0.098097561,0,0,93.37566138,,3
106,Georgia,Athens,10/10/2007,CW 35106,9/8/2009,251,0.86,699,33,611.29,99.826,24.33060606,19.49272727,30.24545455,0.116666667,0,0,87.7962963,,3
287,Georgia,Tifton,2/21/2008,PGI 909,9/10/2008,254,0.86,202,42,796.16,313.892,25.73333333,21.86714286,30.93047619,0.122833333,1,0,NA,,3
96,Georgia,Athens,10/10/2007,TS 4010,9/8/2009,251,0.84,699,33,611.29,99.826,24.33060606,19.49272727,30.24545455,0.116666667,0,0,85.05291005,,3
290,Georgia,Tifton,2/21/2008,BaraWet 501,5/7/2009,127,0.84,441,30,700.05,99.818,19.484,13.758,25.255,0.1653,0,0,NA,,3
404,Georgia,Tifton,2/21/2008,GA-505,9/13/2010,256,0.84,935,45,896.06,96.014,27.45044444,23.15,33.35577778,0.099488889,0,0,63.97254005,,3
397,Georgia,Tifton,2/21/2008,BaraWet 501,7/30/2010,211,0.83,890,40,925.98,132.082,27.48725,22.856,33.475,0.106325,0,0,85.41052632,,2
101,Georgia,Athens,10/10/2007,Hybri Force 600,9/8/2009,251,0.82,699,33,611.29,99.826,24.33060606,19.49272727,30.24545455,0.116666667,0,0,81.53968254,,2
254,Georgia,Tifton,2/21/2008,GA-505,7/30/2008,212,0.82,160,42,950.4,104.382,25.85238095,21.29904762,32.04380952,0.097142857,1,0,NA,,2
300,Georgia,Tifton,2/21/2008,PGI 801,9/18/2009,261,0.82,575,50,963.67,222.754,25.468,21.4778,30.9894,0.11718,0,0,NA,,2
342,Georgia,Tifton,2/21/2008,Hybri Force 600,9/18/2009,261,0.82,575,50,963.67,222.754,25.468,21.4778,30.9894,0.11718,0,0,NA,,2
105,Georgia,Athens,10/10/2007,CW 35106,8/6/2009,218,0.81,666,41,897.29,53.594,25.55829268,20.13487805,31.82756098,0.098097561,0,0,88.40740741,,2
221,Georgia,Midville,11/1/2007,BaraWet 501,4/15/2009,105,0.81,531,145,817.34,285.736,14.2048,8.3222,20.541,0.20838,0,1,NA,,2
314,Georgia,Tifton,2/21/2008,GA-505,9/18/2009,261,0.81,575,50,963.67,222.754,25.468,21.4778,30.9894,0.11718,0,0,NA,,2
346,Georgia,Tifton,2/21/2008,PGI 909,5/7/2009,127,0.81,441,30,700.05,99.818,19.484,13.758,25.255,0.1653,0,0,NA,,2
352,Georgia,Tifton,2/21/2008,Bara 503,4/7/2009,97,0.81,411,146,814.55,402.9,14.1446,8.7024,20.0602,0.16648,0,1,NA,,2
81,Georgia,Athens,10/10/2007,Attention II,9/8/2009,251,0.8,699,33,611.29,99.826,24.33060606,19.49272727,30.24545455,0.116666667,0,0,84.51322751,,2
102,Georgia,Athens,10/10/2007,Hybri Force 600,10/22/2009,295,0.8,743,44,521.47,447.78,18.54113636,14.44659091,23.55113636,0.162522727,0,0,80.84126984,,2
213,Georgia,Midville,11/1/2007,GA-505,4/15/2009,105,0.8,531,145,817.34,285.736,14.2048,8.3222,20.541,0.20838,0,1,NA,,2
332,Georgia,Tifton,2/21/2008,Bulldog 805,5/7/2009,127,0.8,441,30,700.05,99.818,19.484,13.758,25.255,0.1653,0,0,NA,,2
345,Georgia,Tifton,2/21/2008,PGI 909,4/7/2009,97,0.8,411,146,814.55,402.9,14.1446,8.7024,20.0602,0.16648,0,1,NA,,2
403,Georgia,Tifton,2/21/2008,GA-505,7/30/2010,211,0.8,890,40,925.98,132.082,27.48725,22.856,33.475,0.106325,0,0,65.41418764,,2
7,Georgia,Athens,10/10/2007,BaraWet 501,12/5/2008,340,0.79,422,99,622.84,95.254,9.7902,3.9436,16.041,0.13408,0,0,90.96825397,,2
258,Georgia,Tifton,2/21/2008,TS 8031,7/30/2008,212,0.79,160,42,950.4,104.382,25.85238095,21.29904762,32.04380952,0.097142857,1,0,NA,,2
339,Georgia,Tifton,2/21/2008,Hybri Force 600,5/7/2009,127,0.79,441,30,700.05,99.818,19.484,13.758,25.255,0.1653,0,0,NA,,2
386,Georgia,Tifton,2/21/2008,Hybri Force 600,9/13/2010,256,0.79,935,45,896.06,96.014,27.45044444,23.15,33.35577778,0.099488889,0,0,76.4187643,,2
398,Georgia,Tifton,2/21/2008,BaraWet 501,9/13/2010,256,0.79,935,45,896.06,96.014,27.45044444,23.15,33.35577778,0.099488889,0,0,85.64736842,,2
416,Georgia,Tifton,2/21/2008,Bara 503,9/13/2010,256,0.79,935,45,896.06,96.014,27.45044444,23.15,33.35577778,0.099488889,0,0,68.68878719,,2
113,Georgia,Athens,10/10/2007,CW 500,4/23/2010,113,0.78,926,183,885.11,76.198,13.9814,7.3202,20.5942,0.1445,0,1,81.20491803,,2
311,Georgia,Tifton,2/21/2008,GA-505,5/7/2009,127,0.78,441,30,700.05,99.818,19.484,13.758,25.255,0.1653,0,0,NA,,2
374,Georgia,Tifton,2/21/2008,Attention II,9/13/2010,256,0.78,935,45,896.06,96.014,27.45044444,23.15,33.35577778,0.099488889,0,0,61.79610984,,2
217,Georgia,Midville,11/1/2007,Hybri Force 600,4/15/2009,105,0.77,531,145,817.34,285.736,14.2048,8.3222,20.541,0.20838,0,1,NA,,2
318,Georgia,Tifton,2/21/2008,Hybri Force 700,5/7/2009,127,0.77,441,30,700.05,99.818,19.484,13.758,25.255,0.1653,0,0,NA,,2
325,Georgia,Tifton,2/21/2008,TS 8031,5/7/2009,127,0.77,441,30,700.05,99.818,19.484,13.758,25.255,0.1653,0,0,NA,,2
328,Georgia,Tifton,2/21/2008,TS 8031,9/18/2009,261,0.77,575,50,963.67,222.754,25.468,21.4778,30.9894,0.11718,0,0,NA,,2
380,Georgia,Tifton,2/21/2008,TS 8031,9/13/2010,256,0.77,935,45,896.06,96.014,27.45044444,23.15,33.35577778,0.099488889,0,0,67.54553776,,2
3,Georgia,Athens,10/10/2007,TS 4010,12/5/2008,340,0.76,422,99,622.84,95.254,9.7902,3.9436,16.041,0.13408,0,0,90.91534392,,2
104,Georgia,Athens,10/10/2007,CW 35106,6/26/2009,177,0.76,625,51,1013.91,88.134,23.1086,18.148,29.072,0.1306,0,0,89.16666667,,2
11,Georgia,Athens,10/10/2007,GA-505,12/5/2008,340,0.75,422,99,622.84,95.254,9.7902,3.9436,16.041,0.13408,0,0,87.92592593,,2
112,Georgia,Athens,10/10/2007,BaraWet 501,11/1/2010,305,0.75,1118,73,802.31,190.746,19.2948,12.6746,26.917,0.11228,0,0,82.10546448,,2
274,Georgia,Tifton,2/21/2008,Attention II,7/30/2008,212,0.75,160,42,950.4,104.382,25.85238095,21.29904762,32.04380952,0.097142857,1,0,NA,,2
349,Georgia,Tifton,2/21/2008,PGI 909,9/18/2009,261,0.75,575,50,963.67,222.754,25.468,21.4778,30.9894,0.11718,0,0,NA,,2
307,Georgia,Tifton,2/21/2008,Attention II,9/18/2009,261,0.74,575,50,963.67,222.754,25.468,21.4778,30.9894,0.11718,0,0,NA,,2
415,Georgia,Tifton,2/21/2008,Bara 503,7/30/2010,211,0.74,890,40,925.98,132.082,27.48725,22.856,33.475,0.106325,0,0,70.02745995,,2
335,Georgia,Tifton,2/21/2008,Bulldog 805,9/18/2009,261,0.73,575,50,963.67,222.754,25.468,21.4778,30.9894,0.11718,0,0,NA,,2
356,Georgia,Tifton,2/21/2008,Bara 503,9/18/2009,261,0.73,575,50,963.67,222.754,25.468,21.4778,30.9894,0.11718,0,0,NA,,2
31,Georgia,Athens,10/10/2007,Bara 503,12/5/2008,340,0.72,422,99,622.84,95.254,9.7902,3.9436,16.041,0.13408,0,0,90.96825397,,2
218,Georgia,Midville,11/1/2007,Hybri Force 600,5/15/2009,135,0.72,561,30,635.79,108.994,20.71833333,14.50233333,27.18333333,0.201366667,0,0,NA,,2
391,Georgia,Tifton,2/21/2008,Hybri Force 700,7/30/2010,211,0.72,890,40,925.98,132.082,27.48725,22.856,33.475,0.106325,0,0,77,,2
35,Georgia,Athens,10/10/2007,CW 500,12/5/2008,340,0.71,422,99,622.84,95.254,9.7902,3.9436,16.041,0.13408,0,0,91.93650794,,2
108,Georgia,Athens,10/10/2007,BaraWet 501,4/23/2010,113,0.71,926,183,885.11,76.198,13.9814,7.3202,20.5942,0.1445,0,1,85.62021858,,2
222,Georgia,Midville,11/1/2007,BaraWet 501,5/15/2009,135,0.71,561,30,635.79,108.994,20.71833333,14.50233333,27.18333333,0.201366667,0,0,NA,,2
225,Georgia,Midville,11/1/2007,Bara 503,4/15/2009,105,0.71,531,145,817.34,285.736,14.2048,8.3222,20.541,0.20838,0,1,NA,,2
368,Georgia,Tifton,2/21/2008,PGI 801,9/13/2010,256,0.71,935,45,896.06,96.014,27.45044444,23.15,33.35577778,0.099488889,0,0,73.85675057,,2
15,Georgia,Athens,10/10/2007,Bulldog 805,12/5/2008,340,0.7,422,99,622.84,95.254,9.7902,3.9436,16.041,0.13408,0,0,88.88359788,,2
128,Georgia,Athens,10/10/2007,Evermore,4/23/2010,113,0.7,926,183,885.11,76.198,13.9814,7.3202,20.5942,0.1445,0,1,77.71311475,,2
230,Georgia,Midville,11/1/2007,Hybri Force 700,5/15/2009,135,0.7,561,30,635.79,108.994,20.71833333,14.50233333,27.18333333,0.201366667,0,0,NA,,2
250,Georgia,Tifton,2/21/2008,Hybri Force 600,7/30/2008,212,0.7,160,42,950.4,104.382,25.85238095,21.29904762,32.04380952,0.097142857,1,0,NA,,2
261,Georgia,Tifton,2/21/2008,Hybri Force 700,6/18/2008,170,0.7,118,118,1261.64,83.558,23.9276,18.262,30.0158,0.10612,1,1,NA,,2
19,Georgia,Athens,10/10/2007,Phoenix,12/5/2008,340,0.69,422,99,622.84,95.254,9.7902,3.9436,16.041,0.13408,0,0,86.88359788,,2
214,Georgia,Midville,11/1/2007,GA-505,5/15/2009,135,0.69,561,30,635.79,108.994,20.71833333,14.50233333,27.18333333,0.201366667,0,0,NA,,2
362,Georgia,Tifton,2/21/2008,Bulldog 805,9/13/2010,256,0.68,935,45,896.06,96.014,27.45044444,23.15,33.35577778,0.099488889,0,0,82.06887872,,2
379,Georgia,Tifton,2/21/2008,TS 8031,7/30/2010,211,0.68,890,40,925.98,132.082,27.48725,22.856,33.475,0.106325,0,0,68.90480549,,2
385,Georgia,Tifton,2/21/2008,Hybri Force 600,7/30/2010,211,0.68,890,40,925.98,132.082,27.48725,22.856,33.475,0.106325,0,0,76.93363844,,2
392,Georgia,Tifton,2/21/2008,Hybri Force 700,9/13/2010,256,0.68,935,45,896.06,96.014,27.45044444,23.15,33.35577778,0.099488889,0,0,77,,2
117,Georgia,Athens,10/10/2007,CW 500,11/1/2010,305,0.67,1118,73,802.31,190.746,19.2948,12.6746,26.917,0.11228,0,0,74.12295082,,2
143,Georgia,Athens,10/10/2007,Attention II,4/23/2010,113,0.67,926,183,885.11,76.198,13.9814,7.3202,20.5942,0.1445,0,1,83.92896175,,2
285,Georgia,Tifton,2/21/2008,PGI 909,6/18/2008,170,0.67,118,118,1261.64,83.558,23.9276,18.262,30.0158,0.10612,1,1,NA,,2
409,Georgia,Tifton,2/21/2008,PGI 909,7/30/2010,211,0.67,890,40,925.98,132.082,27.48725,22.856,33.475,0.106325,0,0,68.50800915,,2
23,Georgia,Athens,10/10/2007,Evermore,12/5/2008,340,0.66,422,99,622.84,95.254,9.7902,3.9436,16.041,0.13408,0,0,84.98941799,,2
367,Georgia,Tifton,2/21/2008,PGI 801,7/30/2010,211,0.66,890,40,925.98,132.082,27.48725,22.856,33.475,0.106325,0,0,73.87734554,,2
152,Georgia,Athens,10/10/2007,Bulldog 805,11/1/2010,305,0.65,1118,73,802.31,190.746,19.2948,12.6746,26.917,0.11228,0,0,68.76229508,,2
153,Georgia,Athens,10/10/2007,Hybri Force 700,4/23/2010,113,0.65,926,183,885.11,76.198,13.9814,7.3202,20.5942,0.1445,0,1,87.95081967,,2
238,Georgia,Midville,11/1/2007,Attention II,5/15/2009,135,0.65,561,30,635.79,108.994,20.71833333,14.50233333,27.18333333,0.201366667,0,0,NA,,2
262,Georgia,Tifton,2/21/2008,Hybri Force 700,7/30/2008,212,0.65,160,42,950.4,104.382,25.85238095,21.29904762,32.04380952,0.097142857,1,0,NA,,2
277,Georgia,Tifton,2/21/2008,BaraWet 501,6/18/2008,170,0.65,118,118,1261.64,83.558,23.9276,18.262,30.0158,0.10612,1,1,NA,,2
167,Georgia,Athens,10/10/2007,CW 35106,11/1/2010,305,0.64,1118,73,802.31,190.746,19.2948,12.6746,26.917,0.11228,0,0,53.88797814,,2
226,Georgia,Midville,11/1/2007,Bara 503,5/15/2009,135,0.64,561,30,635.79,108.994,20.71833333,14.50233333,27.18333333,0.201366667,0,0,NA,,2
265,Georgia,Tifton,2/21/2008,PGI 801,6/18/2008,170,0.64,118,118,1261.64,83.558,23.9276,18.262,30.0158,0.10612,1,1,NA,,2
270,Georgia,Tifton,2/21/2008,Bulldog 805,7/30/2008,212,0.64,160,42,950.4,104.382,25.85238095,21.29904762,32.04380952,0.097142857,1,0,NA,,2
282,Georgia,Tifton,2/21/2008,Bara 503,7/30/2008,212,0.64,160,42,950.4,104.382,25.85238095,21.29904762,32.04380952,0.097142857,1,0,NA,,2
361,Georgia,Tifton,2/21/2008,Bulldog 805,7/30/2010,211,0.64,890,40,925.98,132.082,27.48725,22.856,33.475,0.106325,0,0,82.202746,,2
373,Georgia,Tifton,2/21/2008,Attention II,7/30/2010,211,0.64,890,40,925.98,132.082,27.48725,22.856,33.475,0.106325,0,0,61.25034325,,2
39,Georgia,Athens,10/10/2007,Hybri Force 600,12/5/2008,340,0.63,422,99,622.84,95.254,9.7902,3.9436,16.041,0.13408,0,0,85.93650794,,2
118,Georgia,Athens,10/10/2007,Phoenix,4/23/2010,113,0.63,926,183,885.11,76.198,13.9814,7.3202,20.5942,0.1445,0,1,74.96994536,,2
132,Georgia,Athens,10/10/2007,Evermore,11/1/2010,305,0.63,1118,73,802.31,190.746,19.2948,12.6746,26.917,0.11228,0,0,68.42786885,,2
162,Georgia,Athens,10/10/2007,Hybri Force 600,11/1/2010,305,0.63,1118,73,802.31,190.746,19.2948,12.6746,26.917,0.11228,0,0,72.87377049,,2
233,Georgia,Midville,11/1/2007,Bulldog 805,4/15/2009,105,0.63,531,145,817.34,285.736,14.2048,8.3222,20.541,0.20838,0,1,NA,,2
410,Georgia,Tifton,2/21/2008,PGI 909,9/13/2010,256,0.63,935,45,896.06,96.014,27.45044444,23.15,33.35577778,0.099488889,0,0,66.24256293,,2
137,Georgia,Athens,10/10/2007,Bara 503,11/1/2010,305,0.62,1118,73,802.31,190.746,19.2948,12.6746,26.917,0.11228,0,0,67.76502732,,2
253,Georgia,Tifton,2/21/2008,GA-505,6/18/2008,170,0.62,118,118,1261.64,83.558,23.9276,18.262,30.0158,0.10612,1,1,NA,,2
273,Georgia,Tifton,2/21/2008,Attention II,6/18/2008,170,0.62,118,118,1261.64,83.558,23.9276,18.262,30.0158,0.10612,1,1,NA,,2
43,Georgia,Athens,10/10/2007,Hybri Force 700,12/5/2008,340,0.61,422,99,622.84,95.254,9.7902,3.9436,16.041,0.13408,0,0,95.95767196,,1
47,Georgia,Athens,10/10/2007,CW 35106,12/5/2008,340,0.61,422,99,622.84,95.254,9.7902,3.9436,16.041,0.13408,0,0,92.92592593,,1
123,Georgia,Athens,10/10/2007,GA-505,4/23/2010,113,0.61,926,183,885.11,76.198,13.9814,7.3202,20.5942,0.1445,0,1,79.33060109,,1
138,Georgia,Athens,10/10/2007,TS 4010,4/23/2010,113,0.61,926,183,885.11,76.198,13.9814,7.3202,20.5942,0.1445,0,1,74.1557377,,1
158,Georgia,Athens,10/10/2007,Hybri Force 600,4/23/2010,113,0.61,926,183,885.11,76.198,13.9814,7.3202,20.5942,0.1445,0,1,77.12295082,,1
228,Georgia,Midville,11/1/2007,Bara 503,8/14/2009,226,0.61,652,50,1097.84,162.048,26.678,21.5494,33.1964,0.16648,0,0,NA,,1
257,Georgia,Tifton,2/21/2008,TS 8031,6/18/2008,170,0.61,118,118,1261.64,83.558,23.9276,18.262,30.0158,0.10612,1,1,NA,,1
266,Georgia,Tifton,2/21/2008,PGI 801,7/30/2008,212,0.61,160,42,950.4,104.382,25.85238095,21.29904762,32.04380952,0.097142857,1,0,NA,,1
133,Georgia,Athens,10/10/2007,Bara 503,4/23/2010,113,0.6,926,183,885.11,76.198,13.9814,7.3202,20.5942,0.1445,0,1,79.83060109,,1
157,Georgia,Athens,10/10/2007,Hybri Force 700,11/1/2010,305,0.6,1118,73,802.31,190.746,19.2948,12.6746,26.917,0.11228,0,0,81.9704918,,1
237,Georgia,Midville,11/1/2007,Attention II,4/15/2009,105,0.6,531,145,817.34,285.736,14.2048,8.3222,20.541,0.20838,0,1,NA,,1
127,Georgia,Athens,10/10/2007,GA-505,11/1/2010,305,0.59,1118,73,802.31,190.746,19.2948,12.6746,26.917,0.11228,0,0,76.86502732,,1
234,Georgia,Midville,11/1/2007,Bulldog 805,5/15/2009,135,0.59,561,30,635.79,108.994,20.71833333,14.50233333,27.18333333,0.201366667,0,0,NA,,1
33,Georgia,Athens,10/10/2007,CW 500,6/20/2008,172,0.58,254,45,1045.84,85.106,23.02977778,16.89888889,29.45133333,0.1252,0,0,NA,,1
122,Georgia,Athens,10/10/2007,Phoenix,11/1/2010,305,0.58,1118,73,802.31,190.746,19.2948,12.6746,26.917,0.11228,0,0,73.44863388,,1
142,Georgia,Athens,10/10/2007,TS 4010,11/1/2010,305,0.58,1118,73,802.31,190.746,19.2948,12.6746,26.917,0.11228,0,0,61.09344262,,1
147,Georgia,Athens,10/10/2007,Attention II,11/1/2010,305,0.58,1118,73,802.31,190.746,19.2948,12.6746,26.917,0.11228,0,0,83.82404372,,1
229,Georgia,Midville,11/1/2007,Hybri Force 700,4/15/2009,105,0.58,531,145,817.34,285.736,14.2048,8.3222,20.541,0.20838,0,1,NA,,1
269,Georgia,Tifton,2/21/2008,Bulldog 805,6/18/2008,170,0.58,118,118,1261.64,83.558,23.9276,18.262,30.0158,0.10612,1,1,NA,,1
278,Georgia,Tifton,2/21/2008,BaraWet 501,7/30/2008,212,0.58,160,42,950.4,104.382,25.85238095,21.29904762,32.04380952,0.097142857,1,0,NA,,1
353,Georgia,Tifton,2/21/2008,Bara 503,5/7/2009,127,0.57,441,30,700.05,99.818,19.484,13.758,25.255,0.1653,0,0,NA,,1
5,Georgia,Athens,10/10/2007,BaraWet 501,6/20/2008,172,0.56,254,45,1045.84,85.106,23.02977778,16.89888889,29.45133333,0.1252,0,0,NA,,1
27,Georgia,Athens,10/10/2007,Attention II,12/5/2008,340,0.56,422,99,622.84,95.254,9.7902,3.9436,16.041,0.13408,0,0,85.97883598,,1
163,Georgia,Athens,10/10/2007,CW 35106,4/23/2010,113,0.56,926,183,885.11,76.198,13.9814,7.3202,20.5942,0.1445,0,1,73.03551913,,1
216,Georgia,Midville,11/1/2007,GA-505,8/14/2009,226,0.56,652,50,1097.84,162.048,26.678,21.5494,33.1964,0.16648,0,0,NA,,1
220,Georgia,Midville,11/1/2007,Hybri Force 600,8/14/2009,226,0.56,652,50,1097.84,162.048,26.678,21.5494,33.1964,0.16648,0,0,NA,,1
241,Georgia,Midville,11/1/2007,CW 36106,4/15/2009,105,0.56,531,145,817.34,285.736,14.2048,8.3222,20.541,0.20838,0,1,NA,,1
246,Georgia,Midville,11/1/2007,PGI 801,5/15/2009,135,0.56,561,30,635.79,108.994,20.71833333,14.50233333,27.18333333,0.201366667,0,0,NA,,1
268,Georgia,Tifton,2/21/2008,PGI 801,11/11/2008,316,0.55,264,62,801.86,163.046,17.7974,12.3276,24.0582,0.1406,1,0,NA,,1
21,Georgia,Athens,10/10/2007,Evermore,6/20/2008,172,0.54,254,45,1045.84,85.106,23.02977778,16.89888889,29.45133333,0.1252,0,0,NA,,1
242,Georgia,Midville,11/1/2007,CW 36106,5/15/2009,135,0.53,561,30,635.79,108.994,20.71833333,14.50233333,27.18333333,0.201366667,0,0,NA,,1
245,Georgia,Midville,11/1/2007,PGI 801,4/15/2009,105,0.53,531,145,817.34,285.736,14.2048,8.3222,20.541,0.20838,0,1,NA,,1
9,Georgia,Athens,10/10/2007,GA-505,6/20/2008,172,0.51,254,45,1045.84,85.106,23.02977778,16.89888889,29.45133333,0.1252,0,0,NA,,1
224,Georgia,Midville,11/1/2007,BaraWet 501,8/14/2009,226,0.51,652,50,1097.84,162.048,26.678,21.5494,33.1964,0.16648,0,0,NA,,1
29,Georgia,Athens,10/10/2007,Bara 503,6/20/2008,172,0.5,254,45,1045.84,85.106,23.02977778,16.89888889,29.45133333,0.1252,0,0,NA,,1
252,Georgia,Tifton,2/21/2008,Hybri Force 600,11/11/2008,316,0.5,264,62,801.86,163.046,17.7974,12.3276,24.0582,0.1406,1,0,NA,,1
264,Georgia,Tifton,2/21/2008,Hybri Force 700,11/11/2008,316,0.49,264,62,801.86,163.046,17.7974,12.3276,24.0582,0.1406,1,0,NA,,1
288,Georgia,Tifton,2/21/2008,PGI 909,11/11/2008,316,0.48,264,62,801.86,163.046,17.7974,12.3276,24.0582,0.1406,1,0,NA,,1
1,Georgia,Athens,10/10/2007,TS 4010,6/20/2008,172,0.47,254,45,1045.84,85.106,23.02977778,16.89888889,29.45133333,0.1252,0,0,NA,,1
