,id_no,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%)
494,494,288,2.27,569,390,4590.35,878.166,21.27705703,15.961848462093936,26.19026488,0.116674048
495,495,335,3.96,264,165,4034.3,1323.896,23.32767857,18.43894762,27.22621043,0.11867546495154861
496,496,309,2.27,264,239,4536.06,1323.896,20.82905715,15.692692999999998,26.73608448,0.15058172555129495
497,497,341,4.99,264,74,5142.41,890.975,22.55749286,18.43894762,27.62282993,0.16268835912214413
498,498,309,4.33,548,0,4640.23,1323.896,23.32767857,16.522765875466973,28.90532374,0.16438164103777492
499,499,317,3.57,655,0,5320.75,753.849,23.32767857,16.315897148061538,29.26207143,0.1519114255192815
500,500,302,2.76,361,91,5320.75,1323.896,23.32767857,15.692692999999998,29.26207143,0.12193578241322436
501,501,253,2.27,490,257,4268.94,908.816,23.01409513,15.918854977586893,28.20393849,0.18125927024862512
502,502,329,6.03,597,291,3400.1,835.471,22.99854972,17.745050754806453,28.45983054,0.16882427627083427
503,503,341,2.27,264,0,3602.13,806.575,21.88386469,16.450966860622504,28.26796653,0.116674048
504,504,268,2.27,508,176,4643.94,1287.802,23.32767857,16.31218147126007,26.93892529,0.116674048
505,505,260,2.27,655,7,3808.84,869.443,22.42854288,15.692692999999998,29.17771926,0.116674048
506,506,341,2.27,642,291,4893.72,1323.896,20.58125727,16.556200953285117,27.57163677,0.16750079427180117
507,507,336,2.27,548,390,4324.56,836.447,22.27717295,17.482938482519362,28.21540457,0.17280280475221377
508,508,338,2.27,655,13,3400.1,1323.896,21.912172,17.605279330078012,29.26207143,0.13389076104365333
509,509,307,6.03,327,0,3664.02,1323.896,23.32767857,18.43894762,28.40125035,0.116674048
510,510,286,3.11,605,0,4539.51,1323.896,22.75432661,16.672725155065027,28.94912385,0.15099846952866583
511,511,315,5.59,655,213,4563.62,1323.896,21.47530747,16.292903168158208,27.88701941,0.17486668170248063
512,512,337,2.47,550,186,3400.1,1323.896,23.32767857,15.692692999999998,27.96305931,0.15908955275512215
513,513,226,3.9,537,233,3600.51,1323.896,21.99457716,16.1371781652075,27.77153748,0.116674048
514,514,317,4.81,264,0,4549.21,617.032,20.58125727,16.209733164033022,29.26207143,0.1285986779686644
515,515,341,4.7,491,390,3400.1,1323.896,21.98346582,16.28650924546932,28.26317032,0.14856874156278077
516,516,240,2.27,264,138,4504.3,1187.171,22.98012028,18.396034465254207,27.38405732,0.15488756823083397
517,517,341,4.67,264,376,3400.1,863.844,22.50597012,18.43894762,27.88552381,0.1590781701662496
518,518,341,6.03,298,199,3452.31,1323.896,22.21285461,17.599565172351806,29.26207143,0.16552023256156834
519,519,335,4.36,264,55,3400.1,791.131,23.32767857,18.43894762,29.26207143,0.1853432516245796
520,520,335,4.93,337,0,5148.35,599.974,20.58125727,18.43894762,28.76910043,0.1844941120630385
521,521,317,2.6,622,167,3400.1,947.912,22.99437068,15.877783887782027,27.95894075,0.116674048
522,522,274,2.27,309,390,3451.84,1323.896,22.96656984,18.43894762,28.50852015,0.14521823566879447
523,523,265,3.63,264,39,3400.1,859.702,23.32767857,16.309696976961167,29.23507489,0.116674048
524,524,301,2.27,264,153,5320.75,787.779,23.32767857,16.081661459783028,26.46565034,0.12115652967370298
525,525,227,3.24,264,93,3400.1,1323.896,23.32767857,18.43894762,26.19026488,0.116674048
526,526,327,2.27,264,269,3400.1,914.016,20.91462326,17.378733748824992,26.33360991,0.16047174218510013
527,527,318,2.6,264,390,3400.1,1323.896,22.12719442,18.43894762,27.2289743,0.19128837399999998
528,528,320,3.02,264,101,5109.43,890.173,20.58125727,18.43894762,29.26207143,0.116674048
529,529,330,3.29,264,0,4667.47,1323.896,21.48685865,16.42192637190698,29.26207143,0.116674048
530,530,341,5.58,655,166,3400.1,898.552,22.80041723,16.758515215458196,26.33234562,0.116674048
531,531,235,2.89,377,235,3400.1,1323.896,22.15396514,16.646064487485237,27.7042887,0.13505649840839173
532,532,341,6.03,655,246,3400.1,1323.896,23.32767857,15.930671667180818,28.01203903,0.16457525884531857
533,533,226,2.28,655,371,3503.11,732.658,23.1736268,18.43894762,29.26207143,0.16554141625682978
534,534,254,3.06,320,168,3400.1,1323.896,20.58125727,17.74860902766208,28.68553719,0.116674048
535,535,341,2.48,555,343,3525.62,1006.048,22.24029032,15.692692999999998,26.19026488,0.1795420618452335
536,536,226,2.51,459,0,4524.96,1323.896,21.02056637,16.780212186227818,27.83160849,0.116674048
537,537,322,2.84,302,164,3400.1,1323.896,22.97004039,18.43894762,26.19026488,0.15498743936298362
538,538,325,4.67,498,285,3796.13,1323.896,23.32767857,15.773586141116766,29.26207143,0.116674048
539,539,314,2.51,264,176,3400.1,743.257,21.36720969,15.692692999999998,26.9069028,0.116674048
540,540,341,2.27,264,0,3554.59,1323.896,23.32767857,17.038461945528447,29.26207143,0.1182890294009061
541,541,226,4.53,264,390,3400.1,947.732,21.97640533,16.15035900599645,26.19026488,0.13418406738550148
542,542,327,4.78,264,0,4395.75,1323.896,20.76252618,16.99280654768557,27.19099054,0.17958513608839782
543,543,251,2.27,466,52,4694.46,1323.896,20.69004349,16.639083336725058,29.26207143,0.19046144248597302
544,544,257,2.27,294,308,5064.43,1323.896,22.73027382,17.265969473361526,28.14970444,0.15327258298294483
545,545,335,3.07,264,314,5320.75,745.038,20.58125727,18.43894762,28.15828936,0.1669636621287566
546,546,328,2.8,574,253,3628.14,1323.896,21.88333919,15.692692999999998,27.81810069,0.19128837399999998
547,547,341,2.27,655,0,3400.1,882.402,20.58125727,17.32365960245129,27.44835823,0.1648589056706923
548,548,341,5.4,572,76,3400.1,851.476,22.86710625,16.305617088866164,29.26207143,0.14638698332075964
549,549,337,3.23,582,0,4513.74,799.083,21.17930214,18.43894762,27.91334996,0.15783220706969725
550,550,325,4.32,591,0,3400.1,972.439,23.32767857,16.1674637875021,28.42788755,0.116674048
551,551,248,3.82,399,390,3400.1,746.634,23.32767857,15.692692999999998,26.19026488,0.116674048
552,552,227,2.41,264,390,3400.1,887.184,22.27032953,15.938667711151512,28.39763295,0.116674048
553,553,331,3.55,264,390,3982.16,1323.896,22.43187406,18.43894762,26.19026488,0.1267710866367948
554,554,278,2.46,540,105,4141.8,1009.196,23.32767857,16.809036473346637,26.79173731,0.1783315989454302
555,555,331,2.27,397,0,3400.1,766.398,23.32767857,18.43894762,29.26207143,0.13644602870898742
556,556,341,2.57,574,390,4875.92,1077.666,23.32767857,16.8493248571462,27.49936335,0.19106520807376629
557,557,341,2.27,264,339,4269.45,834.999,22.60366137,16.348365552580727,29.26207143,0.19128837399999998
558,558,226,5.44,264,188,4072.52,884.357,22.72953811,16.221722871530442,28.14130293,0.18538746802927475
559,559,327,3.29,264,0,3400.1,1323.896,22.71280302,18.43894762,29.26207143,0.19128837399999998
560,560,322,3.81,655,390,3840.83,642.195,23.25231798,18.43894762,28.70751726,0.11914850303551647
561,561,339,2.27,283,31,4741.02,843.307,21.08730273,16.811482241381423,28.38677403,0.16529870100461444
562,562,272,3.26,606,12,5320.75,765.787,20.58125727,16.464397978913436,29.26207143,0.13344016109417192
563,563,226,5.17,264,187,4331.03,1323.896,21.89190848,16.51692225860377,27.29889617,0.116674048
564,564,255,6.03,595,151,4254.86,969.64,20.58125727,16.012278957806423,29.26207143,0.18531133529473204
565,565,303,4.2,504,282,3400.1,874.522,23.32767857,15.703079034042538,27.51750536,0.116674048
566,566,335,3.57,437,53,3814.2,1323.896,22.53899437,16.38059306049421,27.72155427,0.166855885184854
567,567,329,2.9,644,253,4266.94,911.368,23.32767857,16.084563424010963,28.41218459,0.169254045594713
568,568,329,2.27,299,104,4275.09,723.761,21.1999954,18.43894762,26.88015018,0.15696561302591472
569,569,287,2.27,554,390,4389.58,1323.896,23.32767857,16.267216430040733,26.45258873,0.116674048
570,570,341,2.27,618,0,4505.2,1323.896,22.13756739,17.638607510622457,29.26207143,0.116674048
571,571,226,2.27,264,0,3653.26,1153.727,22.78144229,15.823591149040157,26.19026488,0.116674048
572,572,226,2.27,301,80,5116.44,1323.896,23.32767857,18.43894762,29.26207143,0.174116905817326
573,573,338,4.16,639,390,3679.82,1323.896,22.20469611,18.43894762,29.26207143,0.19128837399999998
574,574,341,3.01,523,71,3400.1,1323.896,23.32767857,18.43894762,28.02920455,0.17777120339930083
575,575,246,2.73,264,242,3517.39,741.579,21.77192653,18.43088700085413,26.82559322,0.13335689611780147
576,576,341,2.42,566,0,3400.1,1323.896,21.48382972,17.609469656539545,26.19026488,0.15591033236535876
577,577,341,4.25,655,321,3400.1,879.131,21.34378734,16.48607390280038,28.08021934,0.16148510480624487
578,578,264,2.68,540,309,5320.75,635.338,23.32767857,18.43894762,26.97780862,0.16911377510128292
579,579,325,2.27,655,300,5320.75,1323.896,21.08706837,16.384563825513702,27.99810899,0.116674048
580,580,249,2.86,655,0,3400.1,1323.896,21.06415409,16.913470543931787,27.63092983,0.18078627787049967
581,581,256,2.27,615,143,4132.05,858.981,23.32767857,16.75807976547797,28.84511455,0.12993682658236896
582,582,341,2.96,467,0,3955.0,794.743,21.00770303,16.305295000227368,29.26207143,0.116674048
583,583,261,2.27,264,383,3974.57,875.012,20.74328258,15.692692999999998,29.26207143,0.15494954966000066
584,584,302,3.34,655,0,3400.1,1170.958,21.56123582,15.692692999999998,29.26207143,0.16206412872792142
585,585,328,4.25,582,328,3400.1,809.483,21.48814067,18.43894762,28.16135494,0.116674048
586,586,268,3.52,264,263,3909.94,1323.896,23.12950299,18.43894762,26.19026488,0.19128837399999998
587,587,337,4.62,314,306,3400.1,834.378,23.32767857,18.43894762,26.19026488,0.1556031862912543
588,588,341,2.27,572,387,4029.56,933.112,21.90248947,16.589409800604795,27.60222279,0.16543649714906633
589,589,341,2.27,311,22,3650.93,1323.896,22.44952367,16.073211878040908,27.2736006,0.116674048
590,590,341,6.03,628,0,4548.37,1323.896,22.47806559,18.43894762,27.7263885,0.116674048
591,591,287,2.51,408,99,5320.75,1226.397,21.50041118,15.88871028640884,26.19026488,0.116674048
592,592,335,2.76,264,312,3976.26,872.952,20.58125727,18.43894762,27.83541863,0.15776601823453057
593,593,298,3.37,645,390,4814.13,859.451,22.05951697,18.43894762,26.61040267,0.13329405163066269
594,594,299,3.85,550,94,4443.01,1323.896,21.82839497,16.72868099868536,29.26207143,0.13186011787457683
595,595,308,5.93,538,390,3400.1,1308.584,23.32767857,17.565420030522873,28.07188974,0.17490243575342906
596,596,286,2.52,264,390,4546.22,963.292,23.32767857,16.44665028529833,29.26207143,0.17476910394144965
597,597,285,2.27,597,0,3406.92,1323.896,23.32767857,18.43894762,29.16185031,0.17228128318350097
598,598,297,4.63,655,0,3490.79,828.5,20.58761258,16.41490412961396,28.12070172,0.1270934623757486
599,599,279,3.52,359,66,3400.1,1323.896,21.58828421,16.120361124655,29.26207143,0.12908376750483083
600,600,322,4.92,264,0,4861.26,981.667,23.05797353,18.019092200839744,27.65385402,0.1686671463571259
601,601,297,3.24,453,259,5320.75,810.188,23.32767857,16.154172280199578,28.09091286,0.17899161694604152
602,602,327,2.27,264,215,3400.1,1323.896,23.32767857,16.884042191235533,28.11671451,0.17972109106043785
603,603,314,4.05,646,0,3400.1,856.786,20.88738534,16.665198308748696,29.26207143,0.116674048
604,604,332,2.27,324,0,5320.75,852.334,23.32767857,17.836411299830935,28.60858889,0.13493037820951126
605,605,226,2.27,556,184,3400.1,1323.896,22.18927941,18.43894762,26.34508787,0.1722923739859374
606,606,226,6.03,366,119,3400.1,1323.896,20.68822184,15.937168576776681,29.26207143,0.15692033068889516
607,607,226,6.03,646,80,3400.1,1323.896,23.32767857,16.94365321690313,28.72686618,0.18233021509927047
608,608,226,2.99,623,390,4904.71,857.497,21.07050239,15.692692999999998,27.69011862,0.12076718949131257
609,609,341,3.8,264,0,3400.1,1109.503,21.98103064,15.880834572665481,26.43307287,0.16147171472669186
610,610,253,4.11,264,0,3656.59,838.529,23.08318146,18.43894762,27.0626614,0.15204826460422297
611,611,329,2.58,574,159,3400.1,1323.896,23.26728143,15.98531319060644,26.97313664,0.116674048
612,612,336,2.32,655,348,3899.85,1323.896,23.32767857,16.42525606892483,27.75278051,0.15914509173646277
613,613,328,2.27,264,332,3400.1,873.424,21.58365693,16.12235542703407,29.26207143,0.116674048
614,614,341,2.27,655,78,3400.1,1134.091,21.61307598,15.692692999999998,29.26207143,0.18797860940682493
615,615,338,2.27,643,269,3604.83,796.364,23.32767857,15.889643202794328,29.26207143,0.14762013115703815
616,616,297,6.03,655,100,3976.61,895.809,21.7856529,15.692692999999998,26.6647456,0.14457526383178054
617,617,334,3.58,264,0,3400.1,1323.896,21.74019641,18.43894762,29.09104331,0.19128837399999998
618,618,338,3.64,485,327,5320.75,1323.896,23.32767857,16.481118344118183,28.27066893,0.116674048
619,619,226,4.9,410,197,5060.51,1323.896,22.6927105,16.305502233020707,29.26207143,0.13364646137364378
620,620,309,6.03,594,151,3400.1,1323.896,20.58125727,17.33261151115269,29.26207143,0.12736500365790598
621,621,324,4.64,264,0,3550.43,803.833,21.45839491,16.20830169538599,29.11062694,0.116674048
622,622,315,2.39,590,390,3400.1,1323.896,20.93737132,16.340923294688103,27.98845859,0.16358942319773764
623,623,258,3.92,639,0,3400.1,904.582,20.58125727,18.43894762,29.26207143,0.116674048
624,624,311,3.51,527,3,3400.1,804.49,21.04862702,16.72619963135188,29.26207143,0.18615580244359842
625,625,341,3.85,264,14,3400.1,867.184,23.32767857,18.401384597892537,27.020539,0.16353917627332631
626,626,226,4.04,655,390,5090.95,823.454,21.20055489,16.210014671099966,29.26207143,0.15887063998143233
627,627,323,5.57,655,360,3400.1,1274.519,21.51381903,16.21136371614551,29.26207143,0.116674048
628,628,226,2.27,587,390,5320.75,1323.896,20.58125727,16.437359750303102,29.26207143,0.17596325306161018
629,629,245,3.47,264,3,3400.1,1323.896,21.74090408,15.692692999999998,27.4865961,0.116674048
630,630,312,3.28,655,76,3400.1,952.621,20.92334168,16.13232337098169,27.54161445,0.12963546702995746
631,631,253,3.82,522,33,3400.1,1323.896,20.58125727,16.073095438668087,28.66082676,0.116674048
632,632,341,2.27,264,170,4239.76,672.058,20.58125727,18.43894762,26.6862428,0.182166385404256
633,633,316,2.27,460,390,3400.1,1098.763,23.32767857,16.65089444638949,26.41913804,0.15454009742566813
634,634,226,2.27,655,136,3400.1,913.447,22.70178997,18.43894762,28.33632016,0.15051561836578214
635,635,308,2.27,593,225,4649.96,714.728,22.53696626,15.779562914591027,27.03315153,0.16242178011625175
636,636,226,2.27,594,318,3400.1,837.162,20.58125727,15.692692999999998,28.05974403,0.116674048
637,637,276,6.01,655,49,3400.1,738.988,20.58125727,15.692692999999998,28.42857819,0.16187807402480167
638,638,292,3.55,264,0,3594.97,1323.896,21.13627911,15.802733367594428,29.26207143,0.19128837399999998
639,639,319,3.19,636,0,3598.96,927.197,20.58125727,15.692692999999998,29.26207143,0.16057581073540234
640,640,226,6.03,264,0,4495.49,666.581,23.32767857,18.43894762,27.63157594,0.18753260713726455
641,641,341,6.03,655,142,3400.1,1184.795,20.58125727,16.425436871669337,28.35955903,0.16600464619026914
642,642,267,2.27,264,204,3400.1,1323.896,23.2950112,15.692692999999998,28.01323261,0.116674048
643,643,341,6.03,655,108,3400.1,1323.896,21.98412906,16.043909546060256,28.0523575,0.116674048
644,644,274,4.54,264,360,4840.01,986.405,21.69724661,18.43894762,29.26207143,0.18029571630159008
645,645,232,2.4,513,189,5096.37,622.057,21.38335692,18.43894762,28.56584401,0.116674048
646,646,341,2.48,610,196,5148.22,1323.896,22.43971218,15.83307380198491,28.31010049,0.116674048
647,647,271,5.74,655,63,4787.44,1323.896,23.0588444,18.43894762,27.31856973,0.116674048
648,648,248,5.25,623,227,4098.14,1323.896,21.73879057,18.43894762,28.23578267,0.15959236205968738
649,649,320,6.03,417,0,3400.1,1323.896,22.66549109,18.43894762,26.19026488,0.14911439867498946
650,650,263,6.03,395,176,3400.1,1323.896,23.24775451,15.69581731831397,29.03307435,0.14363280627998581
651,651,321,2.48,264,193,5320.75,962.695,23.32767857,17.68477591807359,26.62419459,0.15405410085555143
652,652,226,4.18,264,186,4238.56,1323.896,22.57098586,16.280820253037508,27.62272543,0.1506304743111755
653,653,312,4.31,362,181,3800.3,599.974,20.60346121,15.981751376539657,28.07937901,0.15301788843859512
654,654,325,2.27,623,390,4221.58,1207.994,20.58125727,18.012496646036233,27.77061842,0.15510002976083015
655,655,268,2.27,264,366,3400.1,1323.896,23.32767857,16.643507110838325,28.16933212,0.12376369564514966
656,656,233,2.59,264,59,5320.75,1323.896,23.1500609,16.78921063058081,28.15679771,0.16276308854629568
657,657,334,5.07,290,309,3400.1,1323.896,23.15760121,16.498704678299447,29.26207143,0.1219811010821984
658,658,226,5.08,492,0,4357.48,804.887,22.43240469,16.350634366443835,29.26207143,0.19128837399999998
659,659,301,3.42,382,390,3400.1,1323.896,21.80309392,15.806209520848723,29.26207143,0.116674048
660,660,292,2.27,484,0,3400.1,860.697,20.65019859,16.45127594912808,27.2534502,0.19128837399999998
661,661,338,6.03,274,228,3400.1,877.757,20.85528538,15.948388679953263,29.26207143,0.116674048
662,662,250,2.27,582,214,3400.1,685.964,22.37397587,16.44276030021901,29.10580669,0.116674048
663,663,252,4.63,544,19,3400.1,894.779,21.63302107,16.804071814393264,28.4063286,0.19128837399999998
664,664,341,2.27,655,0,3400.1,985.121,23.23198816,15.998434669163919,27.34289709,0.144046754689125
665,665,340,3.72,646,5,5107.45,1323.896,21.59062414,15.692692999999998,26.34655578,0.19128837399999998
666,666,298,4.08,264,219,3514.78,819.649,22.03570857,15.948886118014133,28.7030226,0.15336017311672173
667,667,226,6.03,587,0,3443.09,1323.896,22.8897753,16.58921216693083,28.15693803,0.116674048
668,668,316,2.3,655,182,3841.89,1323.896,22.11358936,15.927609769194781,29.26207143,0.1611449139182512
669,669,290,6.03,655,195,4339.06,643.219,22.51645848,16.159723866554497,26.74667216,0.116674048
670,670,341,5.37,648,0,4733.31,1323.896,21.51815978,16.591005200977577,28.6061618,0.16936729374629514
671,671,315,2.27,655,273,3400.1,1323.896,23.32767857,16.61693688472009,29.26207143,0.18648678345746939
672,672,331,4.99,637,145,5320.75,704.213,23.32767857,18.31611443048449,29.03923071,0.116674048
673,673,341,4.54,599,9,4570.99,903.639,23.32767857,18.43894762,28.60840044,0.171023864551467
674,674,341,2.49,655,0,3400.1,895.718,20.6873732,16.354908166484552,29.26207143,0.15954915432422853
675,675,331,6.03,655,153,3631.47,1323.896,22.14279494,16.18941388211403,28.52162316,0.16987162909392117
676,676,226,2.27,264,0,4490.1,1323.896,20.90807273,16.439891670244304,29.26207143,0.16951601583384707
677,677,334,4.13,418,251,3582.83,941.091,23.32767857,15.692692999999998,27.93183398,0.15778060755633594
678,678,341,4.3,622,382,4576.57,913.026,22.58352913,18.43894762,28.29727503,0.1628188007809172
679,679,318,5.91,639,0,3409.96,863.905,22.23324356,16.207881679786393,28.28785926,0.116674048
680,680,324,3.6,264,344,4598.81,1323.896,21.15590726,18.43894762,27.17464312,0.1504299662271873
681,681,226,2.27,481,5,5320.75,786.328,20.58125727,18.43894762,26.78406477,0.1673469863466679
682,682,341,2.27,524,190,3754.36,791.349,23.32767857,17.284611854850116,28.76816146,0.1697452797313578
683,683,226,3.34,264,124,3400.1,880.499,21.20571282,17.205974131403647,26.8502077,0.15134549697285749
684,684,336,4.59,264,23,4761.1,620.681,22.94652143,17.67965381538252,27.95395625,0.1646993993845606
685,685,340,4.22,622,390,3685.8,1323.896,22.15350839,16.053519833314947,28.22610321,0.16702975613333154
686,686,226,2.27,565,228,4483.07,1323.896,20.58125727,16.790218074698206,29.26207143,0.18797046429104214
687,687,341,2.27,598,377,4696.65,936.321,21.16195517,18.43894762,27.48100581,0.116674048
688,688,316,6.03,264,63,3719.6,878.303,20.58125727,18.43894762,29.26207143,0.16996576377500608
689,689,337,2.27,620,346,3769.75,1298.142,22.09274636,15.692692999999998,27.56046916,0.14528217483053876
690,690,226,6.03,264,87,5079.32,959.768,21.14606014,18.172770881014426,26.26110647,0.19128837399999998
691,691,226,2.92,325,376,3400.1,1323.896,21.95098415,18.43894762,28.97870587,0.18561070288954942
692,692,278,3.56,554,127,4426.07,909.101,20.90864267,16.373974397187652,27.54977086,0.1706988961618451
693,693,341,2.27,655,262,3400.1,1323.896,20.58125727,18.43894762,28.20490438,0.116674048
694,694,249,2.27,648,390,3400.1,1323.896,23.08521825,16.399657527268094,29.26207143,0.116674048
695,695,236,2.7,264,344,3400.1,1215.325,20.58125727,16.593851541301298,29.26207143,0.1764740682565161
696,696,241,2.72,264,328,3400.1,696.24,21.3751587,17.462138844780622,26.19026488,0.16940039399960719
697,697,328,4.01,573,33,3400.1,898.096,22.9239102,16.454557418717627,27.81234403,0.17369041274818198
698,698,294,3.79,521,33,3400.1,735.32,23.32767857,15.692692999999998,27.27131347,0.1539934209482985
699,699,226,4.59,264,390,4810.0,868.109,21.05262374,16.85598922225514,28.62180474,0.1753360712475862
700,700,335,4.06,655,102,3400.1,1323.896,22.23386287,16.12066957173177,28.16131462,0.12568174866686146
701,701,226,2.27,264,0,4273.72,1323.896,22.07435305,16.6739336069343,27.67767785,0.116674048
702,702,340,6.03,655,336,3400.1,1323.896,22.47792242,18.43894762,28.50032869,0.116674048
703,703,339,3.51,264,0,3400.1,1323.896,23.32767857,18.43894762,27.40064258,0.1783177821282144
704,704,322,6.03,655,390,4242.91,1323.896,22.03268132,16.404546497622437,27.94666026,0.1632621483951569
705,705,294,4.02,655,77,3610.52,900.091,21.29209099,15.83546811039155,27.49369548,0.19128837399999998
706,706,336,2.94,606,250,4222.46,1323.896,21.44938677,17.502322018477365,28.14648603,0.116674048
707,707,324,2.77,264,390,5277.95,1307.803,22.47810087,16.71075194107554,29.26207143,0.15684001912808287
708,708,334,2.27,583,185,4375.24,1323.896,23.32767857,16.060792473377855,29.26207143,0.116674048
709,709,311,3.35,633,293,3400.1,899.373,20.58125727,18.327541865016,26.61383926,0.116674048
710,710,341,5.31,607,0,4203.21,843.302,23.32767857,15.70500139617216,29.26207143,0.16483190979583223
711,711,341,2.27,648,238,3400.1,864.99,21.10667694,16.021343449281716,27.17981466,0.116674048
712,712,226,2.27,266,169,5320.13,906.099,22.14140327,18.43894762,29.26207143,0.19128837399999998
713,713,289,5.13,614,390,5154.54,1323.896,20.58125727,16.028201124996865,28.81038399,0.116674048
714,714,340,3.66,610,61,5274.03,681.408,22.73221443,16.174205424737433,29.26207143,0.116674048
715,715,322,4.42,492,218,3926.81,1323.896,21.58463917,16.35244331594281,28.94316436,0.1379974446126147
716,716,334,2.27,535,390,3400.1,645.284,23.32767857,16.28099327845775,26.43581027,0.18815264258856237
717,717,226,4.36,339,0,4020.44,1323.896,20.58125727,18.43894762,28.17846264,0.116674048
718,718,236,2.3,584,77,3644.09,628.881,23.24141702,16.49831384771049,29.26207143,0.12790811634720714
719,719,248,2.27,304,280,5038.23,1319.879,22.87120289,18.43894762,26.50310577,0.16049010138766004
720,720,323,2.27,264,17,3400.1,913.575,22.47075462,18.43894762,29.26207143,0.1554440868191022
721,721,326,2.96,655,78,3517.57,1323.896,22.09209424,16.751068387385335,28.79474496,0.116674048
722,722,341,2.29,542,0,3555.66,1323.896,23.32767857,16.658227180313602,26.85497683,0.116674048
723,723,310,3.29,264,390,3857.23,1323.896,23.13059136,16.243806243021336,28.77020413,0.116674048
724,724,341,3.81,559,390,4881.04,877.202,23.32767857,18.43894762,26.44195918,0.19128837399999998
725,725,317,2.27,264,0,3778.61,1323.896,21.86040515,16.656007916825704,28.78651525,0.14213745443360704
726,726,316,2.27,264,0,3400.1,1039.403,20.58125727,16.463920354989256,29.26207143,0.19128837399999998
727,727,341,3.1,324,151,4180.68,1323.896,22.50299493,15.692692999999998,27.89489171,0.18347748216327547
728,728,306,5.23,655,390,3400.1,1323.896,22.82552611,18.43894762,29.26207143,0.17979861361024904
729,729,279,5.77,374,159,3400.1,755.19,22.21387123,18.195512025569627,27.20041124,0.15108337354584445
730,730,325,2.27,639,0,3655.8,829.222,22.75600729,18.43894762,28.18752755,0.14229933736426081
731,731,300,6.03,646,247,3400.1,865.026,22.27810949,16.727734089411467,26.79276088,0.18764590060692754
732,732,341,2.27,359,179,4234.62,1323.896,22.57402133,18.43894762,26.38556948,0.116674048
733,733,226,2.42,559,29,3719.77,721.905,20.67057102,16.312533335049103,28.00775607,0.116674048
734,734,267,2.27,595,252,4686.16,1323.896,23.26054896,16.674743090086643,29.26207143,0.17358004211780265
735,735,341,2.96,273,390,4185.18,653.538,22.72557201,18.43894762,27.61875359,0.16317924895079433
736,736,292,3.78,336,390,3496.75,1323.896,22.26305515,15.731728020673323,29.26207143,0.17822342641890415
737,737,341,4.46,655,181,4127.74,972.033,21.60922953,15.893103388292381,28.52937883,0.17831718761335083
738,738,320,2.93,437,390,3400.1,1323.896,20.58125727,16.331670644081694,29.26207143,0.12114584113419306
739,739,316,4.05,619,174,3400.1,992.941,22.92564183,15.692692999999998,28.41133699,0.15445267237368152
740,740,338,2.27,599,179,3599.27,709.45,22.8116558,16.864495690714435,28.80123763,0.17383123960171562
741,741,341,3.18,632,382,3400.1,1323.896,23.32767857,18.43894762,26.73272695,0.18781633525265634
742,742,341,2.58,264,130,5320.75,599.974,21.60547435,16.25073868528161,28.75387348,0.17005386431259226
743,743,341,5.06,638,390,4106.67,1323.896,22.02541681,16.11804181831812,29.26207143,0.15253468629735095
744,744,341,2.68,559,62,5295.79,1089.997,23.32767857,15.988951294611761,27.76910539,0.12471974561299992
745,745,226,2.75,264,0,4034.82,783.87,23.03792349,15.909612955656232,29.26207143,0.1506884599890492
746,746,226,2.87,352,319,3431.05,1323.896,20.86748485,16.250706934555744,28.10262861,0.1723218225320016
747,747,226,2.7,264,213,3400.1,1323.896,21.37777936,15.692692999999998,29.26207143,0.14904600977009452
748,748,334,2.35,264,382,3400.1,873.858,21.84165889,15.985334367779341,27.7224865,0.17259777955395048
749,749,328,4.47,594,172,3400.1,804.638,21.20084068,18.43894762,27.94454109,0.1275084476674823
750,750,341,4.25,318,224,3400.1,1282.506,21.0712118,18.43894762,29.23538821,0.15145686018406235
751,751,226,3.05,378,319,4117.18,942.585,23.32767857,18.43894762,28.94633599,0.11759061754812818
752,752,341,2.27,655,212,3400.1,1323.896,22.29738044,15.692692999999998,29.26207143,0.116674048
753,753,322,2.27,372,122,4064.6,1323.896,21.04090238,16.31967724836864,28.59759149,0.1688025104616328
754,754,226,2.27,655,30,3948.98,1046.954,23.32767857,18.43894762,27.85246712,0.116674048
755,755,258,2.27,588,0,3400.1,988.559,23.32767857,15.692692999999998,29.26207143,0.18189117827344792
756,756,341,6.03,628,1,3400.1,1323.896,23.32767857,16.739120573206762,26.19397872,0.19128837399999998
757,757,317,5.53,572,0,4496.51,624.538,23.32767857,18.43894762,27.63616481,0.15548424508940387
758,758,272,4.07,655,390,3400.1,654.075,23.32767857,18.43894762,27.63531869,0.1476875711355858
759,759,333,4.21,547,0,3400.1,1323.896,20.58125727,18.43894762,26.68676688,0.116674048
760,760,317,2.27,483,140,3883.44,955.712,22.76676045,16.837501811959754,26.19026488,0.15948747942522845
761,761,236,3.14,264,352,3400.1,909.072,21.48280922,15.98082013215987,27.93668234,0.12173264282788435
762,762,233,5.2,655,275,4113.75,1323.896,20.58125727,18.43894762,28.67447419,0.1631002069231171
763,763,335,3.33,655,342,3997.19,1323.896,22.2417285,16.138499368233962,27.76658495,0.116674048
764,764,331,2.27,594,299,3613.62,716.695,22.15723707,16.539750990411125,26.57761748,0.16375021081324123
