State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%)
Georgia,Tifton,2/21/2008,Attention II,11/20/2008,226,2.27,594,390,3435.38,1323.896,40.5840013,18.81878069,31.46597634,0.130627217
Georgia,Midville,2/21/2008,Bara 503,11/17/2010,226,2.27,1000,245,4050.67,1323.896,50.07287554,37.47979943,33.47249907,0.565847334
Georgia,Tifton,11/1/2007,PGI 801,11/11/2008,226,3.27,675,306,3400.1,755.7131435,27.89564604,15.692693,26.19026488,0.116674048
Georgia,Tifton,11/1/2007,Bulldog 805,12/7/2009,226,2.98,278,184,4365.31,700.283761,32.72050466,17.68199607,26.19026488,0.174149911
Georgia,Tifton,11/1/2007,Attention II,11/20/2008,318,2.27,686,76,4761.84,1323.896,51.77658096,105.9888866,42.36623846,0.161978702
Georgia,Tifton,11/1/2007,GA-505,11/20/2008,329,2.36,717,343,4156.99,806.7188727,138.9297511,15.692693,38.73239382,0.116674048
Georgia,Tifton,11/1/2007,Bulldog 805,11/20/2008,247,2.74,347,365,3400.1,1323.896,138.9297511,24.04902455,26.19026488,0.159862707
Georgia,Tifton,11/1/2007,Bara 503,11/11/2008,226,2.5,685,330,3764.6,1202.99191,20.58125727,77.04915042,26.19026488,0.116674048
Georgia,Tifton,2/21/2008,BaraWet 501,11/11/2008,341,3.44,633,390,3990.07,739.3925438,20.58125727,15.692693,35.37790507,0.223877965
Georgia,Midville,2/21/2008,PGI 909,11/20/2008,245,2.27,736,68,5086.86,1323.896,53.06182318,18.59770758,26.19026488,0.116674048
Georgia,Tifton,2/21/2008,Bulldog 805,12/7/2009,261,2.27,558,0,3871.55,1323.896,23.72473139,15.692693,31.50664418,0.116674048
Georgia,Midville,11/1/2007,BaraWet 501,8/14/2009,308,2.27,442,390,3400.1,693.7873064,20.58125727,16.36961486,43.53256515,0.186064556
Georgia,Midville,11/1/2007,Hybri Force 600,8/14/2009,281,2.89,566,390,3400.1,886.0432449,138.9297511,17.86348141,51.61202054,0.23173271
Georgia,Tifton,11/1/2007,BaraWet 501,12/7/2009,226,3.35,447,0,3971.03,865.6341531,42.0526093,15.692693,43.27184998,0.659893809
Georgia,Tifton,2/21/2008,BaraWet 501,11/20/2008,330,2.27,562,189,3400.1,859.4786726,42.30183317,19.83797658,61.19769488,0.236847344
Georgia,Midville,2/21/2008,Bara 503,8/14/2009,333,2.27,727,390,3400.1,829.1726497,134.4681614,15.692693,26.19026488,0.190912343
Georgia,Midville,2/21/2008,Hybri Force 600,11/20/2008,284,2.27,518,321,3411.67,672.3187028,23.38752352,20.58031708,45.66060808,0.27611317
Georgia,Tifton,2/21/2008,Hybri Force 700,8/14/2009,326,3.12,732,51,3400.1,1323.896,20.58125727,105.9888866,26.77693676,0.205247298
Georgia,Tifton,2/21/2008,Attention II,8/14/2009,296,4.15,347,204,3400.1,599.974,138.9297511,23.14851977,26.19026488,0.116674048
Georgia,Tifton,2/21/2008,Bara 503,11/17/2010,236,2.53,264,390,3400.1,684.7388491,22.09397793,15.692693,26.19026488,0.150462826
Georgia,Tifton,2/21/2008,Attention II,12/7/2009,299,2.47,354,390,5320.75,805.2345087,39.14646282,15.692693,58.63882623,0.121687606
Georgia,Tifton,11/1/2007,PGI 801,8/14/2009,341,3.7,628,390,3447.41,764.2322603,20.58125727,105.9888866,116.7331407,0.227792169
Georgia,Midville,2/21/2008,Bulldog 805,11/11/2008,294,4.54,624,360,3400.1,801.2612839,21.53627612,17.94831007,57.37198131,0.253350989
Georgia,Tifton,11/1/2007,PGI 801,8/14/2009,309,2.27,682,385,3804.3,853.2661249,20.58125727,105.9888866,26.19026488,0.213873477
Georgia,Tifton,2/21/2008,Bara 503,12/7/2009,324,2.27,557,72,4479.82,1323.896,43.91333499,15.692693,41.02016865,0.672213199
Georgia,Tifton,11/1/2007,Hybri Force 700,12/7/2009,334,4.27,754,296,4200.35,826.8410522,20.58125727,81.4448461,176.8482793,0.186483796
Georgia,Tifton,2/21/2008,Attention II,11/20/2008,314,3.77,508,390,3400.1,860.5349913,34.53407801,15.692693,176.8482793,0.293761379
Georgia,Tifton,2/21/2008,GA-505,11/11/2008,254,2.65,753,64,3400.1,674.7743869,45.6088936,15.692693,65.72861806,0.168584362
Georgia,Midville,2/21/2008,Bulldog 805,11/11/2008,304,2.28,734,102,3942.86,986.1210793,25.67397987,33.85530648,56.64019052,0.245312903
Georgia,Tifton,2/21/2008,Bulldog 805,8/14/2009,226,3.64,385,390,4415.17,725.8261528,100.1410789,28.63801431,176.8482793,0.240925909
Georgia,Tifton,11/1/2007,CW 36106,8/14/2009,226,2.27,622,390,4739.75,1300.556801,138.9297511,90.67154188,26.19026488,0.307849938
Georgia,Tifton,11/1/2007,Bulldog 805,11/11/2008,332,2.94,980,390,3400.1,1323.896,138.9297511,16.96940693,26.19026488,0.141301665
Georgia,Tifton,2/21/2008,Attention II,8/14/2009,338,4.73,322,390,3400.1,664.1122,134.3927245,49.59409927,47.67317036,0.152784814
Georgia,Midville,2/21/2008,Attention II,8/14/2009,226,2.27,335,166,3400.1,705.9245835,44.70433847,15.692693,26.19026488,0.148612792
Georgia,Tifton,2/21/2008,PGI 801,8/14/2009,340,2.34,264,272,5320.75,1189.700705,138.9297511,21.98262618,176.8482793,0.262943953
Georgia,Midville,2/21/2008,Bara 503,12/7/2009,302,4.19,264,173,3400.1,767.5938673,23.20065376,23.43181821,26.19026488,0.158643647
