id_no,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%)
178,Georgia,Midville,11/1/2007,TS 8031,11/11/2008,341,6.03,308,390,5320.75,754.4397107,20.58125727,22.00063992,53.95867041,0.116674048
179,Georgia,Midville,2/21/2008,TS 8031,11/17/2010,226,2.92,264,390,5320.75,980.6827821,82.78133927,15.692693,110.5754433,0.152632004
180,Georgia,Tifton,2/21/2008,Hybri Force 700,11/11/2008,241,2.27,686,72,4040.83,714.1691527,20.58125727,17.71325791,135.675052,0.262941353
181,Georgia,Tifton,11/1/2007,GA-505,8/14/2009,228,4.73,1000,390,5320.75,1066.777689,20.58125727,98.77631281,176.8482793,0.213284639
182,Georgia,Tifton,2/21/2008,Hybri Force 600,12/7/2009,226,3.77,270,390,5320.75,599.974,89.34055137,15.692693,26.19026488,0.363005582
183,Georgia,Midville,2/21/2008,Attention II,12/7/2009,226,4.45,601,390,3705.14,599.974,43.25773179,100.0479907,176.8482793,0.116674048
184,Georgia,Tifton,11/1/2007,BaraWet 501,12/7/2009,226,2.27,490,390,3400.1,667.134693,138.9297511,105.9888866,35.06215235,0.142813971
185,Georgia,Midville,11/1/2007,GA-505,12/7/2009,322,3.29,318,144,4013.56,599.974,20.58125727,25.92467998,129.3899128,0.672213199
186,Georgia,Midville,2/21/2008,Bulldog 805,11/11/2008,226,5.15,900,390,4097.75,1030.212249,20.58125727,80.74654034,26.19026488,0.264405601
187,Georgia,Tifton,2/21/2008,Hybri Force 700,11/17/2010,226,2.38,566,281,3660.93,599.974,20.58125727,20.80270634,72.33684081,0.571504173
188,Georgia,Tifton,11/1/2007,Hybri Force 600,11/11/2008,323,2.32,499,143,5232.29,1104.039299,20.58125727,15.692693,176.8482793,0.62213907
189,Georgia,Tifton,2/21/2008,Hybri Force 700,8/14/2009,293,6.03,264,390,3400.1,599.974,138.9297511,76.40908668,158.9264662,0.116674048
190,Georgia,Midville,2/21/2008,Bara 503,8/14/2009,292,5.12,264,390,4194.38,599.974,20.58125727,72.71471171,26.19026488,0.1431941
191,Georgia,Midville,11/1/2007,Bulldog 805,12/7/2009,341,2.54,281,390,5320.75,617.7213883,50.91615936,15.692693,135.2893149,0.475079603
192,Georgia,Midville,11/1/2007,Bara 503,11/17/2010,341,2.27,900,0,4016.14,599.974,20.58125727,15.692693,26.19026488,0.162327039
193,Georgia,Tifton,2/21/2008,Hybri Force 600,12/7/2009,229,5.97,865,234,3400.1,599.974,20.58125727,105.9888866,60.924496,0.617183157
194,Georgia,Tifton,2/21/2008,BaraWet 501,11/20/2008,307,4.95,963,318,5320.75,599.974,20.58125727,15.692693,44.16690601,0.116674048
195,Georgia,Tifton,11/1/2007,Hybri Force 600,12/7/2009,304,4.22,522,390,3400.1,599.974,41.20039182,15.692693,42.82880514,0.672213199
196,Georgia,Midville,2/21/2008,Attention II,11/17/2010,269,4.12,1000,390,4325.1,599.974,32.00724095,34.64917381,128.4502594,0.176653691
197,Georgia,Tifton,11/1/2007,Bara 503,11/20/2008,245,4.91,911,0,5320.75,599.974,77.38117414,105.9888866,27.64973807,0.669409728
198,Georgia,Tifton,2/21/2008,TS 8031,11/11/2008,341,4.12,264,256,5208.76,599.974,36.92417999,15.692693,28.08572558,0.672213199
199,Georgia,Midville,2/21/2008,TS 8031,11/11/2008,226,5.07,507,205,4277.4,872.1227151,20.58125727,22.3336782,26.19026488,0.39416866
200,Georgia,Midville,2/21/2008,Hybri Force 600,11/11/2008,317,2.27,631,390,4818.25,599.974,71.74684639,74.00597077,26.19026488,0.116674048
201,Georgia,Midville,11/1/2007,Attention II,11/11/2008,341,4.08,539,390,3400.1,1163.531448,91.62382468,105.9888866,150.079861,0.203849889
202,Georgia,Midville,2/21/2008,BaraWet 501,11/20/2008,316,2.27,514,0,5031.96,599.974,20.58125727,52.92145755,26.19026488,0.116674048
203,Georgia,Midville,2/21/2008,Bara 503,11/17/2010,341,3.5,554,370,3974.84,621.0548808,91.46670072,105.9888866,33.30964437,0.254643564
204,Georgia,Tifton,2/21/2008,GA-505,11/11/2008,226,2.27,771,389,4557.7,1105.111476,64.04939275,105.9888866,104.7034741,0.116674048
205,Georgia,Tifton,2/21/2008,PGI 801,8/14/2009,341,2.27,264,208,5046.69,670.3419093,105.2070864,105.9888866,50.58980918,0.672213199
206,Georgia,Midville,11/1/2007,Attention II,12/7/2009,295,2.27,264,0,3400.1,599.974,24.76699555,91.23330442,26.19026488,0.244587222
207,Georgia,Midville,11/1/2007,Bara 503,8/14/2009,304,2.61,585,390,3400.1,599.974,20.58125727,15.692693,26.19026488,0.361834052
208,Georgia,Midville,2/21/2008,PGI 909,11/20/2008,226,4.14,481,371,3700,599.974,20.58125727,15.692693,26.19026488,0.245180199
209,Georgia,Tifton,2/21/2008,BaraWet 501,12/7/2009,232,4.9,724,102,3768.53,991.4265387,25.01944265,15.692693,26.19026488,0.624366376
210,Georgia,Midville,2/21/2008,BaraWet 501,11/11/2008,226,6.03,731,198,4602.51,883.3652341,48.43221116,15.692693,26.19026488,0.672213199
211,Georgia,Tifton,2/21/2008,Hybri Force 600,12/7/2009,234,3.74,643,390,3400.1,796.3199614,108.8967233,105.9888866,137.9713754,0.460834873
212,Georgia,Tifton,2/21/2008,GA-505,11/11/2008,314,2.97,264,390,4198.22,812.8957001,20.58125727,15.692693,45.79073256,0.158072292
213,Georgia,Midville,2/21/2008,Hybri Force 700,8/14/2009,229,4.69,489,0,3447.96,980.2438942,138.9297511,22.85308855,160.1824568,0.551495115
214,Georgia,Tifton,11/1/2007,GA-505,11/20/2008,226,2.27,264,390,3400.1,815.3707673,115.0199416,91.54932947,28.51758817,0.116674048
215,Georgia,Midville,2/21/2008,Attention II,11/17/2010,316,3.76,821,390,3987.08,1280.294266,20.58125727,15.692693,26.19026488,0.24261114
216,Georgia,Midville,2/21/2008,BaraWet 501,8/14/2009,330,4.13,264,140,3400.1,887.4905104,91.41501063,76.0084369,154.5112678,0.414904347
217,Georgia,Tifton,11/1/2007,Hybri Force 600,11/17/2010,260,3.49,264,390,4805.31,1252.66932,138.9297511,72.78973997,26.19026488,0.183285467
218,Georgia,Midville,2/21/2008,PGI 909,11/11/2008,251,2.41,588,286,3400.1,1323.896,20.58125727,81.79786386,41.13282291,0.672213199
219,Georgia,Tifton,2/21/2008,Bulldog 805,8/14/2009,337,3.85,264,348,3679.68,599.974,74.06868394,87.00909997,26.19026488,0.467459078
