,id_no,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%)
162,162,Georgia,Tifton,2/21/2008,PGI 801,11/17/2010,226,3.78,368,235,3400.1,957.5789910385816,20.58125727,15.692692999999998,74.63924536,0.4589351559770749
163,163,Georgia,Tifton,11/1/2007,CW 36106,11/11/2008,341,6.03,607,22,4917.35,599.974,35.7566542,76.05658822536442,26.19026488,0.116674048
164,164,Georgia,Midville,11/1/2007,GA-505,11/11/2008,308,2.27,367,123,3852.6,660.1664415087176,23.47582189,105.98888659999999,138.90600657,0.116674048
165,165,Georgia,Tifton,2/21/2008,BaraWet 501,11/11/2008,304,4.82,337,390,5320.75,825.0084599273057,31.55766851,55.09097125193174,26.19026488,0.6683481373581647
166,166,Georgia,Tifton,2/21/2008,PGI 801,11/11/2008,228,3.69,771,179,4318.13,599.974,30.24397231,15.692692999999998,26.19026488,0.6722131990000001
167,167,Georgia,Midville,2/21/2008,PGI 801,11/17/2010,320,4.6,264,163,5301.2,987.6626573412922,42.10784789,27.02727750298977,33.74288297,0.20433683784764461
168,168,Georgia,Tifton,2/21/2008,TS 8031,11/11/2008,271,4.69,264,237,3757.34,924.8218371362062,80.40608518,15.692692999999998,97.96211124,0.116674048
169,169,Georgia,Tifton,11/1/2007,BaraWet 501,11/20/2008,327,3.48,264,390,4048.03,934.586670822441,108.05595702,92.84041815249991,45.61344021,0.6722131990000001
170,170,Georgia,Midville,11/1/2007,TS 8031,11/17/2010,300,5.79,703,0,3400.1,652.8761134014934,138.9297511,15.692692999999998,158.98178667,0.5807892917557033
171,171,Georgia,Tifton,2/21/2008,GA-505,8/14/2009,317,2.27,264,390,5115.26,1323.896,63.25982097,105.98888659999999,39.81011292,0.116674048
172,172,Georgia,Midville,2/21/2008,GA-505,11/11/2008,296,6.03,504,339,5320.75,923.1790516426588,48.7315261,21.04998410527805,26.19026488,0.5866722746235952
173,173,Georgia,Midville,2/21/2008,CW 36106,8/14/2009,341,4.98,661,390,3594.7,599.974,44.45831941,29.741242653295995,176.8482793,0.6722131990000001
174,174,Georgia,Midville,11/1/2007,PGI 801,11/11/2008,311,5.01,380,303,3400.1,602.8645225645951,20.58125727,15.692692999999998,164.94718283,0.6722131990000001
175,175,Georgia,Midville,11/1/2007,Bulldog 805,8/14/2009,307,2.27,517,202,4077.73,1075.0513079099833,20.58125727,15.692692999999998,34.68723962,0.116674048
176,176,Georgia,Midville,2/21/2008,Attention II,12/7/2009,243,2.27,684,390,4385.42,599.974,71.63686967,28.631863076629184,26.19026488,0.6722131990000001
177,177,Georgia,Tifton,11/1/2007,PGI 801,11/20/2008,303,2.27,865,111,3684.02,685.0581828601529,59.72425527,15.692692999999998,176.8482793,0.22929516550823809
178,178,Georgia,Tifton,11/1/2007,Attention II,11/20/2008,262,2.27,264,390,3794.74,1323.896,70.80480986,99.97538834118546,41.87644619,0.6722131990000001
179,179,Georgia,Tifton,2/21/2008,Hybri Force 600,8/14/2009,246,3.18,647,68,4217.91,599.974,133.79316873,105.98888659999999,43.83681402,0.14969623841165977
180,180,Georgia,Tifton,11/1/2007,Bulldog 805,12/7/2009,299,2.46,568,5,3400.1,1051.293200842381,20.58125727,91.42071975335492,84.51919594,0.116674048
181,181,Georgia,Tifton,11/1/2007,PGI 801,8/14/2009,310,2.27,264,390,4991.33,1323.896,138.9297511,94.31189468896501,144.19340654,0.14159798715169677
182,182,Georgia,Tifton,11/1/2007,PGI 801,8/14/2009,262,2.27,322,390,4487.26,815.9092605961835,87.5184435,15.692692999999998,26.19026488,0.116674048
183,183,Georgia,Tifton,2/21/2008,CW 36106,12/7/2009,261,2.27,332,50,4889.63,655.0163607879243,67.58628057,22.632366602053615,26.19026488,0.6722131990000001
184,184,Georgia,Tifton,2/21/2008,CW 36106,12/7/2009,259,3.69,607,390,3400.1,599.974,20.58125727,67.29031300115552,92.15176762,0.19687835175818613
185,185,Georgia,Tifton,2/21/2008,Attention II,11/11/2008,341,4.5,683,179,3660.4,599.974,20.58125727,15.692692999999998,26.19026488,0.5275291112473643
186,186,Georgia,Midville,2/21/2008,Bara 503,11/11/2008,281,4.45,681,390,4638.46,1323.896,32.95628969,29.882370006448653,47.52306949,0.5440493863173983
187,187,Georgia,Midville,2/21/2008,Attention II,8/14/2009,315,3.42,264,390,4301.85,599.974,20.58125727,105.98888659999999,26.19026488,0.116674048
188,188,Georgia,Tifton,2/21/2008,GA-505,11/17/2010,303,6.03,695,390,3622.31,599.974,38.206953,64.75921413583086,120.22973268,0.23378766991167754
189,189,Georgia,Tifton,11/1/2007,GA-505,11/20/2008,226,5.11,264,390,4139.8,1261.9662312400192,21.34355669,92.23798605071775,26.19026488,0.4719621007757323
190,190,Georgia,Tifton,2/21/2008,Bulldog 805,11/20/2008,228,4.8,722,390,3875.66,599.974,65.30095222,34.383442034282275,176.8482793,0.2171804632438686
191,191,Georgia,Tifton,2/21/2008,Attention II,12/7/2009,338,2.8,1000,390,3508.93,1323.896,20.58125727,19.695685654080975,26.19026488,0.21139824191298845
192,192,Georgia,Midville,2/21/2008,BaraWet 501,8/14/2009,288,6.03,324,390,4854.61,829.4441238407956,34.30583604,15.692692999999998,176.8482793,0.12850213657559528
193,193,Georgia,Tifton,11/1/2007,PGI 801,11/17/2010,335,3.71,319,310,4421.64,610.0897110579629,24.46298709,15.692692999999998,98.29007063,0.6722131990000001
194,194,Georgia,Tifton,2/21/2008,BaraWet 501,12/7/2009,226,3.47,726,390,5320.75,668.2478007505388,29.98270436,21.69229986727143,28.28691498,0.36391182465451954
195,195,Georgia,Midville,11/1/2007,PGI 909,8/14/2009,226,3.96,264,13,4176.77,1323.896,20.58125727,15.692692999999998,146.99598094,0.116674048
196,196,Georgia,Midville,2/21/2008,Bulldog 805,12/7/2009,294,5.39,619,20,3400.1,724.7078194172108,20.58125727,81.25589529840997,129.5403365,0.6722131990000001
197,197,Georgia,Midville,2/21/2008,GA-505,11/17/2010,333,3.31,541,390,3709.17,599.974,20.58125727,105.98888659999999,26.19026488,0.6722131990000001
198,198,Georgia,Tifton,2/21/2008,PGI 909,11/17/2010,275,2.75,264,390,5223.0,599.974,20.67992057,31.174668956234214,69.64435395,0.6722131990000001
199,199,Georgia,Tifton,2/21/2008,Hybri Force 700,12/7/2009,302,3.21,707,226,3400.1,599.974,20.58125727,23.514319166092065,46.87627974,0.12193725182918556
200,200,Georgia,Midville,2/21/2008,Hybri Force 600,11/17/2010,255,6.03,581,339,4156.77,845.4052582862873,83.70707509,105.98888659999999,112.12394286,0.301187420158162
201,201,Georgia,Tifton,11/1/2007,PGI 801,11/11/2008,275,5.58,526,183,5084.2,799.1286370775464,39.02363617,69.44308472551774,176.8482793,0.626545046039638
202,202,Georgia,Midville,2/21/2008,GA-505,8/14/2009,296,2.46,264,113,4437.94,1272.1784912107546,42.37143847,85.211118910236,151.46323874,0.6722131990000001
203,203,Georgia,Midville,11/1/2007,Bulldog 805,11/11/2008,312,2.27,851,390,3760.43,946.9013038695202,20.58125727,96.48873625938197,64.48020837,0.14273056098023254
204,204,Georgia,Midville,2/21/2008,Hybri Force 700,11/17/2010,322,2.27,292,0,3836.77,621.044304493652,61.06329026,15.692692999999998,125.44678312,0.6490405427908891
205,205,Georgia,Tifton,2/21/2008,Hybri Force 600,8/14/2009,341,2.27,816,390,5107.9,702.1102421473034,23.84589541,27.682707677662748,90.91181778,0.2048904269909757
206,206,Georgia,Midville,2/21/2008,Hybri Force 700,11/11/2008,341,2.31,730,390,5320.75,599.974,78.7061616,20.260154166171755,176.8482793,0.137349555541442
207,207,Georgia,Midville,2/21/2008,Bara 503,11/17/2010,304,6.03,264,390,3400.1,1090.4328153530248,138.9297511,15.692692999999998,56.07300226,0.6722131990000001
208,208,Georgia,Tifton,2/21/2008,TS 8031,11/20/2008,263,2.45,264,185,4143.12,744.0995682249633,22.13157763,15.692692999999998,99.49539619,0.116674048
209,209,Georgia,Midville,2/21/2008,Bulldog 805,8/14/2009,226,5.29,656,390,3816.1,1323.896,20.58125727,22.639257574133055,26.19026488,0.19362322689488395
210,210,Georgia,Tifton,2/21/2008,PGI 801,11/17/2010,341,2.27,434,382,4620.16,825.1530815211881,57.84420715,28.966663796273345,26.19026488,0.6722131990000001
211,211,Georgia,Midville,2/21/2008,Bulldog 805,12/7/2009,248,3.76,589,79,4692.64,599.974,61.32901549,105.98888659999999,26.19026488,0.28735912591979507
212,212,Georgia,Midville,2/21/2008,TS 8031,8/14/2009,297,2.27,264,141,4474.67,673.7713250355446,117.85884747,15.692692999999998,102.00042161,0.4670937279599523
213,213,Georgia,Tifton,11/1/2007,Hybri Force 700,11/17/2010,324,4.33,1000,213,3743.81,600.0861321900328,42.16017943,15.692692999999998,47.8367368,0.23154972082669484
214,214,Georgia,Midville,2/21/2008,Hybri Force 600,12/7/2009,227,6.03,427,368,3400.1,599.974,20.58125727,105.98888659999999,27.11946469,0.116674048
215,215,Georgia,Tifton,11/1/2007,TS 8031,11/11/2008,226,4.15,285,390,3400.1,769.6708933611691,20.58125727,19.952071765809013,71.06213636,0.6722131990000001
216,216,Georgia,Tifton,2/21/2008,Attention II,8/14/2009,263,4.16,915,390,5070.97,599.974,75.00382909,15.692692999999998,26.19026488,0.116674048
217,217,Georgia,Midville,2/21/2008,CW 36106,11/11/2008,290,4.66,264,65,3400.1,1173.9209814263538,111.68584236,15.692692999999998,53.42110055,0.116674048
218,218,Georgia,Tifton,2/21/2008,Bara 503,8/14/2009,341,4.21,322,105,3460.41,599.974,31.88160853,20.167304299375697,26.19026488,0.4738140204198179
219,219,Georgia,Tifton,2/21/2008,Bulldog 805,11/11/2008,226,2.27,441,312,5320.75,846.9347193637971,31.86838581,22.02705071890207,176.8482793,0.116674048
220,220,Georgia,Midville,2/21/2008,Attention II,8/14/2009,308,2.99,264,97,3498.8,599.974,68.20814424,105.98888659999999,26.19026488,0.14662043799767138
221,221,Georgia,Midville,11/1/2007,Attention II,11/17/2010,269,4.28,718,365,3400.1,599.974,29.68501714,69.10886915688013,26.19026488,0.6722131990000001
222,222,Georgia,Midville,2/21/2008,PGI 801,11/11/2008,323,6.03,522,390,4671.13,721.3012470439783,76.89931512,105.98888659999999,83.73613422,0.116674048
223,223,Georgia,Tifton,2/21/2008,CW 36106,11/11/2008,226,3.65,650,275,4696.62,638.8798204045476,72.8553474,22.372734476339954,176.8482793,0.6722131990000001
224,224,Georgia,Tifton,2/21/2008,Bara 503,8/14/2009,302,5.95,264,390,5193.05,599.974,128.05394953,28.29531347700193,111.44127447,0.6402032281982838
225,225,Georgia,Tifton,2/21/2008,TS 8031,11/20/2008,319,3.57,492,274,4300.24,1323.896,20.58125727,15.692692999999998,170.9909796,0.116674048
226,226,Georgia,Midville,11/1/2007,Hybri Force 700,11/17/2010,309,5.73,630,45,3817.67,599.974,20.58125727,105.98888659999999,121.65520584,0.18683397225544188
227,227,Georgia,Midville,2/21/2008,PGI 909,11/17/2010,226,4.83,743,390,3720.59,1323.896,20.58125727,105.98888659999999,26.19026488,0.6703429941193172
228,228,Georgia,Tifton,2/21/2008,Bara 503,12/7/2009,228,2.27,577,298,3414.19,599.974,20.58125727,39.41413665505381,47.71170176,0.23617963316564738
229,229,Georgia,Tifton,2/21/2008,TS 8031,12/7/2009,341,2.39,777,351,4109.16,670.4492093441919,20.58125727,15.692692999999998,26.19026488,0.5538909332881603
230,230,Georgia,Midville,2/21/2008,TS 8031,11/17/2010,234,3.77,583,0,3523.02,1258.5821142495656,36.9249851,21.52752501461756,52.77936849,0.49791060070892473
231,231,Georgia,Tifton,2/21/2008,BaraWet 501,12/7/2009,272,4.13,264,390,4895.53,635.9246611874458,20.58125727,91.27779095134117,92.61078637,0.116674048
232,232,Georgia,Tifton,11/1/2007,BaraWet 501,11/17/2010,230,3.77,727,313,4571.65,599.974,83.47317833,79.36285690197913,106.61988363,0.116674048
233,233,Georgia,Tifton,2/21/2008,Bulldog 805,11/11/2008,240,2.27,1000,4,4853.72,599.974,20.58125727,105.98888659999999,26.19026488,0.6722131990000001
234,234,Georgia,Tifton,2/21/2008,BaraWet 501,11/17/2010,288,5.93,581,0,4290.32,849.2226528255358,20.58125727,20.734517083245844,125.93868745,0.6722131990000001
235,235,Georgia,Midville,2/21/2008,PGI 801,12/7/2009,236,2.27,336,1,5279.0,693.9383210783644,20.58125727,19.944965573881728,26.19026488,0.5148225809209052
236,236,Georgia,Tifton,11/1/2007,GA-505,11/17/2010,313,2.27,736,251,4833.27,599.974,20.58125727,15.692692999999998,46.10980569,0.23527497699919037
237,237,Georgia,Midville,11/1/2007,TS 8031,12/7/2009,287,4.58,265,351,3400.1,717.2225587168405,20.58125727,98.56854176187571,28.93968587,0.17219141284190626
238,238,Georgia,Tifton,11/1/2007,BaraWet 501,11/20/2008,226,4.14,508,175,5057.48,1039.6380058806753,20.58125727,75.9082833511326,64.53407494,0.116674048
239,239,Georgia,Tifton,2/21/2008,GA-505,11/17/2010,226,5.54,358,390,3820.31,599.974,24.71153943,79.56771830227169,26.19026488,0.21104188752931533
240,240,Georgia,Tifton,2/21/2008,CW 36106,11/17/2010,226,5.46,264,390,3400.1,671.4441792027787,138.9297511,28.885984349409636,26.19026488,0.6100976874832205
241,241,Georgia,Midville,2/21/2008,Hybri Force 700,11/17/2010,320,2.27,455,269,4719.41,599.974,20.58125727,105.98888659999999,176.8482793,0.3537385101306627
242,242,Georgia,Tifton,2/21/2008,BaraWet 501,11/11/2008,226,2.27,570,390,3400.1,599.974,20.58125727,15.692692999999998,34.66318377,0.5557276995903767
243,243,Georgia,Midville,11/1/2007,PGI 909,8/14/2009,230,2.65,828,110,5270.38,599.974,119.07310021,105.2590580778505,46.13521733,0.40801351932537444
244,244,Georgia,Tifton,2/21/2008,Bara 503,12/7/2009,341,4.52,856,283,4967.11,1323.896,20.58125727,16.67510860833276,115.73070066,0.6722131990000001
245,245,Georgia,Midville,11/1/2007,BaraWet 501,8/14/2009,276,2.42,474,195,4308.42,660.6101266042148,28.29691998,15.692692999999998,26.19026488,0.21331497869739763
246,246,Georgia,Tifton,2/21/2008,PGI 909,11/17/2010,324,3.37,264,317,4729.23,599.974,20.58125727,105.98888659999999,152.94939495,0.2153719739434926
247,247,Georgia,Tifton,11/1/2007,TS 8031,11/17/2010,226,4.16,264,390,3400.1,1323.896,54.09159094,18.252776117237453,164.98640494,0.32748897864629894
248,248,Georgia,Midville,11/1/2007,BaraWet 501,8/14/2009,341,2.79,623,390,3552.93,599.974,20.58125727,15.692692999999998,44.35462524,0.6722131990000001
249,249,Georgia,Tifton,11/1/2007,Bara 503,11/11/2008,341,2.27,569,311,5320.75,1079.1396366932722,20.58125727,67.63256701912725,35.98363904,0.6722131990000001
250,250,Georgia,Tifton,2/21/2008,GA-505,11/17/2010,259,2.27,711,296,3400.1,1047.0522249077674,20.58125727,15.692692999999998,176.8482793,0.6722131990000001
251,251,Georgia,Tifton,2/21/2008,GA-505,8/14/2009,236,2.39,858,0,3617.26,751.014371344733,20.58125727,15.692692999999998,100.3033503,0.26893040483818664
252,252,Georgia,Tifton,2/21/2008,TS 8031,11/17/2010,339,2.27,601,224,5279.14,1053.128653787535,20.58125727,72.97739137340265,26.19026488,0.38494491757964555
253,253,Georgia,Tifton,2/21/2008,TS 8031,12/7/2009,255,2.51,734,222,3400.1,735.2451366615569,20.58125727,91.64125092962642,113.65526889,0.116674048
254,254,Georgia,Tifton,11/1/2007,GA-505,11/17/2010,226,2.27,264,0,3506.56,599.974,20.58125727,100.275764316645,42.52708232,0.12130309902355432
255,255,Georgia,Tifton,2/21/2008,Hybri Force 600,11/11/2008,226,3.93,596,0,4198.75,761.7001295690987,20.58125727,15.692692999999998,60.12147546,0.16884589313028647
256,256,Georgia,Midville,2/21/2008,Attention II,8/14/2009,308,2.53,671,390,5320.75,981.7588857629904,20.58125727,15.692692999999998,26.19026488,0.116674048
257,257,Georgia,Tifton,2/21/2008,BaraWet 501,12/7/2009,226,5.05,492,390,4012.42,1161.3600481447702,20.58125727,44.90200271091224,40.10922072,0.116674048
258,258,Georgia,Tifton,2/21/2008,Bara 503,11/17/2010,270,3.54,272,0,3683.89,1323.896,20.58125727,65.73256990378867,53.92592189,0.269346003411293
259,259,Georgia,Tifton,11/1/2007,Bulldog 805,12/7/2009,257,4.82,601,390,5066.18,822.9596097914787,31.08802511,42.90368307127026,26.19026488,0.6722131990000001
260,260,Georgia,Midville,2/21/2008,PGI 801,11/17/2010,329,2.77,420,390,4462.71,642.1800456287705,64.08255354,36.558950746973565,56.74283208,0.116674048
261,261,Georgia,Midville,2/21/2008,CW 36106,12/7/2009,295,4.18,722,294,3820.88,1323.896,20.58125727,15.692692999999998,98.67610043,0.116674048
262,262,Georgia,Tifton,2/21/2008,Bulldog 805,12/7/2009,226,4.95,1000,390,5320.75,824.4150093969528,85.16400155,15.692692999999998,102.85611452,0.116674048
263,263,Georgia,Midville,2/21/2008,BaraWet 501,11/11/2008,317,2.51,264,144,3400.1,599.974,20.58125727,15.692692999999998,26.19026488,0.116674048
264,264,Georgia,Tifton,2/21/2008,Hybri Force 600,11/20/2008,285,2.3,264,390,4802.14,779.8210743994707,20.58125727,16.665454992047913,26.19026488,0.16332087258508174
265,265,Georgia,Tifton,11/1/2007,Bulldog 805,12/7/2009,251,2.27,690,0,4083.15,675.3631502469275,20.58125727,15.692692999999998,58.12160616,0.116674048
266,266,Georgia,Tifton,2/21/2008,TS 8031,11/20/2008,226,3.16,680,390,3735.97,599.974,121.37551239,105.98888659999999,176.55514728,0.6255214531007767
267,267,Georgia,Midville,2/21/2008,TS 8031,8/14/2009,308,3.79,830,89,5255.97,723.1953870576019,105.771358,70.67582212214258,26.19026488,0.6722131990000001
268,268,Georgia,Midville,2/21/2008,BaraWet 501,11/17/2010,261,3.66,278,0,4657.45,1269.5198847900406,20.58125727,15.692692999999998,121.41406504,0.116674048
269,269,Georgia,Midville,2/21/2008,Attention II,11/11/2008,226,2.98,264,390,3934.61,1323.896,88.19843689,15.692692999999998,176.8482793,0.116674048
270,270,Georgia,Midville,2/21/2008,BaraWet 501,8/14/2009,276,3.88,626,22,5263.16,656.3252904162497,20.58125727,35.36771063891219,46.3811048,0.6398082663996411
271,271,Georgia,Midville,2/21/2008,Bara 503,8/14/2009,309,2.27,677,390,3422.47,599.974,20.58125727,25.5152233407618,176.8482793,0.6722131990000001
272,272,Georgia,Tifton,11/1/2007,TS 8031,11/17/2010,288,2.27,1000,199,5108.66,702.1415121087034,20.58125727,15.692692999999998,38.79151081,0.6031414290282469
273,273,Georgia,Tifton,2/21/2008,Attention II,11/20/2008,229,4.72,264,174,4086.1,599.974,20.58125727,15.692692999999998,98.362073,0.132249067026023
274,274,Georgia,Tifton,2/21/2008,Bulldog 805,12/7/2009,332,2.81,342,301,5320.75,599.974,20.58125727,105.98888659999999,162.39083224,0.41410416101433184
275,275,Georgia,Midville,2/21/2008,GA-505,12/7/2009,246,2.27,264,390,4229.16,1323.896,138.9297511,89.7341370359831,26.19026488,0.116674048
276,276,Georgia,Tifton,11/1/2007,PGI 909,8/14/2009,294,6.03,826,206,3400.1,1044.138894532409,20.58125727,105.98888659999999,176.8482793,0.116674048
277,277,Georgia,Tifton,2/21/2008,Hybri Force 700,11/11/2008,226,4.1,513,390,4454.46,744.9303083426694,35.43059602,31.560273808253573,50.74159618,0.6722131990000001
278,278,Georgia,Midville,2/21/2008,BaraWet 501,12/7/2009,232,4.51,1000,368,4537.92,599.974,138.9297511,45.347880743265755,26.19026488,0.13228625001496555
279,279,Georgia,Tifton,2/21/2008,Attention II,12/7/2009,279,3.92,1000,390,5026.99,814.4782667884942,66.00229226,82.06788131712867,176.8482793,0.116674048
280,280,Georgia,Midville,2/21/2008,Hybri Force 700,11/20/2008,285,2.27,264,299,3400.1,872.9032703874127,20.58125727,25.43698392705108,26.19026488,0.6722131990000001
281,281,Georgia,Midville,2/21/2008,Hybri Force 600,11/17/2010,311,6.03,531,343,3674.01,678.0631230562748,20.58125727,16.672000332862563,35.01079233,0.116674048
282,282,Georgia,Tifton,2/21/2008,GA-505,12/7/2009,313,6.03,680,390,5279.81,928.5171378709092,20.58125727,23.567659130698864,176.8482793,0.16022090465066172
283,283,Georgia,Midville,2/21/2008,Hybri Force 600,11/17/2010,329,6.03,406,65,4209.46,1271.874883520611,20.58125727,105.98888659999999,38.44961155,0.49652682869475606
284,284,Georgia,Tifton,11/1/2007,Bara 503,12/7/2009,328,2.27,714,390,4068.68,877.3559672632093,71.5002817,87.21597030314182,26.19026488,0.6722131990000001
285,285,Georgia,Tifton,11/1/2007,Bulldog 805,11/20/2008,240,2.91,684,313,4593.86,600.2965169789094,20.58125727,67.03323862914111,26.19026488,0.1651889595006053
286,286,Georgia,Tifton,11/1/2007,Bulldog 805,12/7/2009,257,6.03,680,390,3400.1,895.2479114709517,65.37182219,28.009457340939477,112.59248093,0.116674048
287,287,Georgia,Midville,2/21/2008,BaraWet 501,8/14/2009,303,2.27,264,182,3400.1,790.414057247716,20.58125727,15.692692999999998,26.19026488,0.15637472678354147
288,288,Georgia,Tifton,2/21/2008,Bara 503,11/11/2008,264,3.24,495,333,3683.63,1075.187313153571,20.58125727,105.98888659999999,114.57808146,0.16675024653037998
289,289,Georgia,Midville,11/1/2007,BaraWet 501,11/17/2010,226,5.03,764,243,3400.1,599.974,22.58187461,18.45443164668329,146.5862834,0.1330401072916648
290,290,Georgia,Midville,11/1/2007,Attention II,11/11/2008,320,2.52,264,390,4687.43,1010.595843976289,20.58125727,15.692692999999998,26.19026488,0.6722131990000001
291,291,Georgia,Midville,2/21/2008,Bulldog 805,12/7/2009,322,2.27,467,309,5190.11,757.8362259171616,119.85280774,37.680373886345336,106.1697827,0.15408848911253015
292,292,Georgia,Midville,11/1/2007,TS 8031,11/17/2010,275,5.28,264,79,3661.44,599.974,20.58125727,15.692692999999998,26.19026488,0.20329334793870588
293,293,Georgia,Midville,11/1/2007,Bara 503,11/20/2008,259,4.88,550,390,3591.97,1223.97299877904,20.58125727,81.73328120571563,32.05881585,0.603112867443428
294,294,Georgia,Tifton,2/21/2008,Attention II,11/17/2010,288,3.1,264,307,4777.62,1323.896,34.90907438,17.212192745164117,40.89856662,0.6722131990000001
295,295,Georgia,Tifton,2/21/2008,TS 8031,11/17/2010,247,6.03,530,386,4339.78,1323.896,20.58125727,105.98888659999999,157.76952901,0.2348142471254697
296,296,Georgia,Midville,2/21/2008,Hybri Force 600,12/7/2009,229,2.27,350,390,4205.05,599.974,20.58125727,15.692692999999998,26.19026488,0.13032729851996097
297,297,Georgia,Tifton,2/21/2008,CW 36106,11/11/2008,226,6.03,273,390,3400.1,1323.896,74.78334914,15.692692999999998,26.19026488,0.116674048
298,298,Georgia,Midville,2/21/2008,Bulldog 805,11/20/2008,341,2.87,766,240,5059.87,1214.3623319392973,20.58125727,105.98888659999999,29.28602244,0.19014838975450316
299,299,Georgia,Midville,2/21/2008,TS 8031,11/11/2008,226,4.88,865,0,4091.57,599.974,22.78216841,16.245487415160717,176.8482793,0.116674048
300,300,Georgia,Midville,11/1/2007,CW 36106,11/17/2010,341,4.51,264,288,3521.83,1323.896,20.58125727,15.692692999999998,176.8482793,0.23368415486473793
301,301,Georgia,Tifton,11/1/2007,Attention II,11/17/2010,304,3.92,264,131,3820.23,1323.896,20.58125727,15.692692999999998,103.40199762,0.46154582396041666
302,302,Georgia,Midville,11/1/2007,TS 8031,12/7/2009,341,6.01,568,0,4273.07,599.974,52.18813985,15.692692999999998,167.42314814,0.116674048
303,303,Georgia,Midville,2/21/2008,Attention II,8/14/2009,341,4.32,957,130,3400.1,599.974,20.58125727,105.98888659999999,176.8482793,0.116674048
304,304,Georgia,Midville,2/21/2008,TS 8031,8/14/2009,295,3.91,730,233,3400.1,599.974,20.58125727,44.30831245699294,170.0569467,0.2129614488117527
305,305,Georgia,Midville,11/1/2007,TS 8031,8/14/2009,337,6.03,463,147,4212.89,1169.2615661469094,52.01950803,15.692692999999998,26.19026488,0.6722131990000001
306,306,Georgia,Midville,2/21/2008,CW 36106,12/7/2009,341,4.54,883,208,3796.51,599.974,131.37621996,15.692692999999998,129.65627625,0.17210527500468958
307,307,Georgia,Midville,2/21/2008,GA-505,12/7/2009,239,6.03,475,390,4915.54,733.2581569035341,96.92095783,66.07707370226862,148.44784449,0.4981158943048033
308,308,Georgia,Tifton,2/21/2008,PGI 909,11/17/2010,341,2.27,557,359,3400.1,671.1585195553027,20.58125727,60.49527520475301,107.07087617,0.6722131990000001
309,309,Georgia,Tifton,2/21/2008,Bulldog 805,11/20/2008,341,2.27,1000,217,5320.75,983.761634724363,20.58125727,31.078747394780514,130.37672654,0.1449802533956102
310,310,Georgia,Tifton,2/21/2008,PGI 909,11/11/2008,285,2.27,723,390,3515.3,634.5923390614377,20.58125727,15.692692999999998,26.19026488,0.2511603076969458
311,311,Georgia,Midville,2/21/2008,CW 36106,11/11/2008,341,6.03,601,0,5310.37,599.974,20.58125727,15.692692999999998,91.80207656,0.25303659903326725
312,312,Georgia,Tifton,2/21/2008,BaraWet 501,11/17/2010,236,5.83,434,7,3400.1,599.974,20.58125727,21.555129147297123,36.0829775,0.1339386063018242
313,313,Georgia,Tifton,11/1/2007,CW 36106,11/20/2008,341,4.19,1000,36,3400.1,599.974,127.55456411,105.98888659999999,45.12506741,0.4746566766132644
314,314,Georgia,Tifton,11/1/2007,PGI 909,11/17/2010,226,2.27,900,390,5320.75,1323.896,20.58125727,29.392599622950257,26.19026488,0.116674048
315,315,Georgia,Midville,2/21/2008,GA-505,11/17/2010,339,6.03,1000,390,4824.54,779.3815685917923,20.58125727,31.718214555860968,113.77425265,0.16568524710251703
316,316,Georgia,Tifton,11/1/2007,Hybri Force 700,8/14/2009,226,4.49,727,106,3400.1,599.974,20.58125727,74.07350250093992,65.32471533,0.6315786119464593
317,317,Georgia,Midville,2/21/2008,CW 36106,12/7/2009,280,4.49,787,167,3774.37,849.8736921574027,138.9297511,15.692692999999998,78.14958543,0.6722131990000001
318,318,Georgia,Midville,11/1/2007,CW 36106,11/17/2010,307,2.27,505,390,4775.25,1323.896,20.58125727,98.81493224237536,33.55226516,0.6722131990000001
319,319,Georgia,Midville,2/21/2008,PGI 801,11/20/2008,317,3.77,264,260,4675.45,784.565233860588,73.68671327,17.897544931762823,36.71848115,0.5399061478170428
320,320,Georgia,Midville,2/21/2008,PGI 909,11/11/2008,334,5.52,552,390,5273.4,599.974,20.58125727,105.98888659999999,45.27959237,0.6722131990000001
321,321,Georgia,Tifton,11/1/2007,GA-505,8/14/2009,327,4.0,529,193,5227.6,1213.1225895346206,20.58125727,15.692692999999998,26.19026488,0.2756766903205401
322,322,Georgia,Tifton,11/1/2007,BaraWet 501,11/20/2008,322,5.26,577,370,3400.1,731.0138719785222,102.30858437,105.98888659999999,26.19026488,0.17725305827434296
323,323,Georgia,Tifton,11/1/2007,PGI 909,11/11/2008,341,2.27,541,39,5320.75,599.974,20.58125727,15.692692999999998,105.31528519,0.1258173389681112
324,324,Georgia,Midville,11/1/2007,Hybri Force 600,12/7/2009,341,3.86,631,344,4622.45,755.8475991222833,25.33738995,15.692692999999998,46.43272893,0.116674048
325,325,Georgia,Midville,11/1/2007,Hybri Force 700,12/7/2009,258,3.33,291,287,4210.59,599.974,138.9297511,100.93203736772631,26.19026488,0.4008480239074881
326,326,Georgia,Midville,2/21/2008,TS 8031,11/17/2010,226,4.4,264,390,3400.1,599.974,20.58125727,84.77118829034522,26.19026488,0.116674048
